date,equity,cash,holdings
2025-12-04,2.12,2.12,0.0
2025-12-05,1.78,1.72,0.06
2025-12-06,4.83,2.43,2.4
2025-12-07,117.16499999999999,4.429999999999992,112.735
2025-12-08,66.875,17.639999999999986,49.23500000000001
2025-12-09,42.40499999999999,13.689999999999984,28.715
2025-12-10,52.71999999999996,2.8799999999999764,49.83999999999999
2025-12-11,40.78999999999995,18.919999999999952,21.87
2025-12-12,20.55999999999995,13.21999999999995,7.34
2025-12-13,24.419999999999938,3.649999999999939,20.77
2025-12-14,27.38999999999994,2.33999999999994,25.05
2025-12-15,22.084999999999937,8.739999999999938,13.345
2025-12-16,9.714999999999936,5.009999999999935,4.705
2025-12-17,5.779999999999934,2.269999999999934,3.51
2025-12-18,4.229999999999934,3.429999999999934,0.8
2025-12-19,3.399999999999934,3.359999999999934,0.04
2025-12-20,13.494999999999933,1.0199999999999338,12.475
2025-12-21,16.724999999999937,8.409999999999938,8.315000000000001
2025-12-22,8.369999999999926,4.019999999999927,4.3500000000000005
2025-12-23,3.2899999999999276,2.219999999999928,1.0699999999999998
2025-12-24,2.754999999999928,1.6699999999999278,1.085
2025-12-25,1.9749999999999286,1.8399999999999286,0.135
2025-12-26,1.8299999999999286,1.6799999999999284,0.15000000000000002
2025-12-27,0.8949999999999276,0.7799999999999276,0.115
2025-12-28,0.7549999999999276,0.7499999999999276,0.005
2025-12-29,0.7249999999999276,0.7199999999999276,0.005
2025-12-30,0.6899999999999276,0.6399999999999275,0.05
2025-12-31,0.5599999999999274,0.5199999999999274,0.04
2026-01-01,0.5199999999999274,0.5199999999999274,0.0
2026-01-02,0.4949999999999274,0.4899999999999274,0.005
2026-01-03,0.4899999999999274,0.4899999999999274,0.0
2026-01-04,0.36499999999992727,0.33999999999992725,0.025
2026-01-05,0.33999999999992725,0.33999999999992725,0.0
2026-01-06,0.33999999999992725,0.33999999999992725,0.0
2026-01-07,0.33999999999992725,0.33999999999992725,0.0
2026-01-08,0.33999999999992725,0.33999999999992725,0.0
2026-01-09,0.33999999999992725,0.33999999999992725,0.0
2026-01-10,0.33999999999992725,0.33999999999992725,0.0
2026-01-11,0.33999999999992725,0.33999999999992725,0.0
