time,action,ticker,price,qty,fee,cost,source,order_id,order_time,fill_time,fill_delay_s,place_time
2026-01-05 06:24:57.508469,BUY_YES,KXHIGHNY-26JAN05-B37.5,21.0,3,0.04,0.67,SIM,SIM_1,2026-01-05 06:24:57.508469,2026-01-05 06:24:57.508469,0.0,
2026-01-05 07:28:01.547591,BUY_NO,KXHIGHNY-26JAN06-B41.5,70.0,1,0.02,0.72,SIM,SIM_2,2026-01-05 07:28:01.547591,2026-01-05 07:28:01.547591,0.0,
2026-01-05 07:28:01.547591,BUY_NO,KXHIGHNY-26JAN06-B41.5,70.0,1,0.02,0.72,SIM,SIM_3,2026-01-05 07:28:01.547591,2026-01-05 07:28:01.547591,0.0,
2026-01-05 07:28:12.970430,BUY_NO,KXHIGHNY-26JAN06-B41.5,70.0,1,0.02,0.72,SIM,SIM_4,2026-01-05 07:28:12.970430,2026-01-05 07:28:12.970430,0.0,
2026-01-05 07:28:12.970430,BUY_NO,KXHIGHNY-26JAN06-B41.5,70.0,1,0.02,0.72,SIM,SIM_5,2026-01-05 07:28:12.970430,2026-01-05 07:28:12.970430,0.0,
2026-01-05 07:28:13.633110,BUY_NO,KXHIGHNY-26JAN06-B41.5,69.0,1,0.02,0.71,SIM,SIM_6,2026-01-05 07:28:13.633110,2026-01-05 07:28:13.633110,0.0,
2026-01-05 07:28:13.633110,BUY_NO,KXHIGHNY-26JAN06-B41.5,69.0,1,0.02,0.71,SIM,SIM_7,2026-01-05 07:28:13.633110,2026-01-05 07:28:13.633110,0.0,
2026-01-05 07:29:31.154050,BUY_YES,KXHIGHNY-26JAN05-B35.5,57.0,1,0.02,0.59,SIM,SIM_8,2026-01-05 07:29:31.154050,2026-01-05 07:29:31.154050,0.0,
2026-01-05 07:29:49.652971,BUY_NO,KXHIGHNY-26JAN06-B41.5,69.0,1,0.02,0.71,SIM,SIM_9,2026-01-05 07:29:49.652971,2026-01-05 07:29:49.652971,0.0,
2026-01-05 07:29:49.652971,BUY_NO,KXHIGHNY-26JAN06-B41.5,69.0,1,0.02,0.71,SIM,SIM_10,2026-01-05 07:29:49.652971,2026-01-05 07:29:49.652971,0.0,
2026-01-05 07:29:55.193389,BUY_NO,KXHIGHNY-26JAN06-B41.5,69.0,1,0.02,0.71,SIM,SIM_11,2026-01-05 07:29:55.193389,2026-01-05 07:29:55.193389,0.0,
2026-01-05 07:29:55.193389,BUY_NO,KXHIGHNY-26JAN06-B41.5,69.0,1,0.02,0.71,SIM,SIM_12,2026-01-05 07:29:55.193389,2026-01-05 07:29:55.193389,0.0,
2026-01-05 07:32:18.384217,BUY_NO,KXHIGHNY-26JAN06-B41.5,67.0,1,0.02,0.6900000000000001,SIM,SIM_13,2026-01-05 07:32:18.384217,2026-01-05 07:32:18.384217,0.0,
2026-01-05 07:32:18.384217,BUY_NO,KXHIGHNY-26JAN06-B41.5,67.0,1,0.02,0.6900000000000001,SIM,SIM_14,2026-01-05 07:32:18.384217,2026-01-05 07:32:18.384217,0.0,
2026-01-05 07:32:31.639804,BUY_NO,KXHIGHNY-26JAN06-B41.5,67.0,1,0.02,0.6900000000000001,SIM,SIM_15,2026-01-05 07:32:31.639804,2026-01-05 07:32:31.639804,0.0,
2026-01-05 07:32:31.639804,BUY_NO,KXHIGHNY-26JAN06-B41.5,67.0,1,0.02,0.6900000000000001,SIM,SIM_16,2026-01-05 07:32:31.639804,2026-01-05 07:32:31.639804,0.0,
2026-01-05 07:32:31.971051,BUY_NO,KXHIGHNY-26JAN06-B41.5,66.0,1,0.02,0.68,SIM,SIM_17,2026-01-05 07:32:31.971051,2026-01-05 07:32:31.971051,0.0,
2026-01-05 07:32:31.971051,BUY_NO,KXHIGHNY-26JAN06-B41.5,66.0,1,0.02,0.68,SIM,SIM_18,2026-01-05 07:32:31.971051,2026-01-05 07:32:31.971051,0.0,
2026-01-05 07:33:36.631268,BUY_NO,KXHIGHNY-26JAN06-B41.5,64.0,1,0.02,0.66,SIM,SIM_19,2026-01-05 07:33:36.631268,2026-01-05 07:33:36.631268,0.0,
2026-01-05 07:33:36.631268,BUY_NO,KXHIGHNY-26JAN06-B41.5,64.0,1,0.02,0.66,SIM,SIM_20,2026-01-05 07:33:36.631268,2026-01-05 07:33:36.631268,0.0,
2026-01-05 07:33:49.981115,BUY_NO,KXHIGHNY-26JAN06-B41.5,63.0,1,0.02,0.65,SIM,SIM_21,2026-01-05 07:33:49.981115,2026-01-05 07:33:49.981115,0.0,
2026-01-05 07:33:49.981115,BUY_NO,KXHIGHNY-26JAN06-B41.5,63.0,1,0.02,0.65,SIM,SIM_22,2026-01-05 07:33:49.981115,2026-01-05 07:33:49.981115,0.0,
2026-01-05 07:51:00.956117,BUY_YES,KXHIGHNY-26JAN06-B43.5,20.0,4,0.05,0.8500000000000001,SIM,SIM_23,2026-01-05 07:51:00.956117,2026-01-05 07:51:00.956117,0.0,
2026-01-05 07:52:02.713264,BUY_NO,KXHIGHNY-26JAN06-T39,81.0,2,0.03,1.6500000000000001,SIM,SIM_24,2026-01-05 07:52:02.713264,2026-01-05 07:52:02.713264,0.0,
2026-01-05 07:52:02.713264,BUY_NO,KXHIGHNY-26JAN06-T39,81.0,2,0.03,1.6500000000000001,SIM,SIM_25,2026-01-05 07:52:02.713264,2026-01-05 07:52:02.713264,0.0,
2026-01-05 07:52:04.847657,BUY_NO,KXHIGHNY-26JAN06-T39,81.0,2,0.03,1.6500000000000001,SIM,SIM_26,2026-01-05 07:52:04.847657,2026-01-05 07:52:04.847657,0.0,
2026-01-05 07:52:04.847657,BUY_NO,KXHIGHNY-26JAN06-T39,81.0,2,0.03,1.6500000000000001,SIM,SIM_27,2026-01-05 07:52:04.847657,2026-01-05 07:52:04.847657,0.0,
2026-01-05 07:52:05.963725,BUY_NO,KXHIGHNY-26JAN06-T39,81.0,1,0.02,0.8300000000000001,SIM,SIM_28,2026-01-05 07:52:05.963725,2026-01-05 07:52:05.963725,0.0,
2026-01-05 07:52:05.963725,BUY_NO,KXHIGHNY-26JAN06-T39,81.0,1,0.02,0.8300000000000001,SIM,SIM_29,2026-01-05 07:52:05.963725,2026-01-05 07:52:05.963725,0.0,
2026-01-05 08:02:54.069014,BUY_YES,KXHIGHNY-26JAN05-B33.5,18.0,4,0.05,0.77,SIM,SIM_30,2026-01-05 08:02:54.069014,2026-01-05 08:02:54.069014,0.0,
2026-01-05 08:02:54.111491,BUY_YES,KXHIGHNY-26JAN05-B33.5,17.0,2,0.02,0.36000000000000004,SIM,SIM_31,2026-01-05 08:02:54.111491,2026-01-05 08:02:54.111491,0.0,
