time,action,ticker,price,qty,fee,cost,source
2026-01-06 06:09:21.720069,BUY_NO,KXHIGHNY-26JAN06-B41.5,45.0,1,0.02,0.47000000000000003,SIM
2026-01-06 06:47:29.196403,BUY_YES,KXHIGHNY-26JAN06-B39.5,7.0,5,0.03,0.38,SIM
2026-01-06 06:47:51.990728,BUY_YES,KXHIGHNY-26JAN06-B39.5,8.0,2,0.02,0.18,SIM
2026-01-06 06:49:18.316080,BUY_YES,KXHIGHNY-26JAN06-B39.5,8.0,2,0.02,0.18,SIM
2026-01-06 06:49:18.336730,BUY_YES,KXHIGHNY-26JAN06-B39.5,7.0,4,0.02,0.30000000000000004,SIM
2026-01-06 06:49:45.414655,BUY_YES,KXHIGHNY-26JAN06-B39.5,8.0,1,0.01,0.09,SIM
2026-01-06 06:49:45.602525,BUY_YES,KXHIGHNY-26JAN06-B39.5,7.0,3,0.02,0.23,SIM
2026-01-06 07:13:23.035578,BUY_YES,KXHIGHNY-26JAN07-T52,9.0,8,0.05,0.77,SIM
2026-01-06 07:13:31.566247,BUY_YES,KXHIGHNY-26JAN07-T52,9.0,2,0.02,0.19999999999999998,SIM
2026-01-06 07:40:26.442780,BUY_YES,KXHIGHNY-26JAN07-B47.5,29.0,1,0.02,0.31,SIM
2026-01-06 07:42:00.661200,BUY_YES,KXHIGHNY-26JAN07-B47.5,29.0,1,0.02,0.31,SIM
