date,equity,cash,holdings
2025-12-04,2.12,2.12,0.0
2025-12-05,2.12,2.12,0.0
2025-12-06,1.3549999999999995,1.1999999999999995,0.155
2025-12-07,6.799999999999999,0.9199999999999993,5.88
2025-12-08,0.9149999999999991,0.8199999999999992,0.095
2025-12-09,0.8299999999999992,0.8199999999999992,0.01
2025-12-10,0.8799999999999991,0.7099999999999991,0.17
2025-12-11,0.5049999999999989,0.45999999999999885,0.045
2025-12-12,0.4099999999999988,0.3999999999999988,0.01
2025-12-13,0.33999999999999886,0.32999999999999885,0.01
2025-12-14,0.32999999999999885,0.32999999999999885,0.0
2025-12-15,0.32999999999999885,0.32999999999999885,0.0
2025-12-16,0.32999999999999885,0.32999999999999885,0.0
2025-12-17,0.32999999999999885,0.32999999999999885,0.0
2025-12-18,0.32999999999999885,0.32999999999999885,0.0
2025-12-19,0.32999999999999885,0.32999999999999885,0.0
2025-12-20,0.32999999999999885,0.32999999999999885,0.0
2025-12-21,0.32999999999999885,0.32999999999999885,0.0
2025-12-22,0.32999999999999885,0.32999999999999885,0.0
2025-12-23,0.32999999999999885,0.32999999999999885,0.0
2025-12-24,0.32999999999999885,0.32999999999999885,0.0
2025-12-25,0.32999999999999885,0.32999999999999885,0.0
2025-12-26,0.32999999999999885,0.32999999999999885,0.0
2025-12-27,0.32999999999999885,0.32999999999999885,0.0
2025-12-28,0.32999999999999885,0.32999999999999885,0.0
2025-12-29,0.32999999999999885,0.32999999999999885,0.0
2025-12-30,0.32999999999999885,0.32999999999999885,0.0
2025-12-31,0.32999999999999885,0.32999999999999885,0.0
2026-01-01,0.32999999999999885,0.32999999999999885,0.0
2026-01-02,0.32999999999999885,0.32999999999999885,0.0
2026-01-03,0.32999999999999885,0.32999999999999885,0.0
2026-01-04,0.32999999999999885,0.32999999999999885,0.0
2026-01-05,0.32999999999999885,0.32999999999999885,0.0
2026-01-06,0.32999999999999885,0.32999999999999885,0.0
2026-01-07,0.32999999999999885,0.32999999999999885,0.0
2026-01-08,0.32999999999999885,0.32999999999999885,0.0
2026-01-09,0.32999999999999885,0.32999999999999885,0.0
2026-01-10,0.32999999999999885,0.32999999999999885,0.0
2026-01-11,0.32999999999999885,0.32999999999999885,0.0
