time,action,ticker,price,qty,fee,cost,source
2026-01-05 15:47:22.868142,BUY_NO,KXHIGHNY-26JAN05-B37.5,26.0,4,0.06,1.1,SIM
2026-01-05 15:47:24.316746,BUY_NO,KXHIGHNY-26JAN05-B37.5,25.0,3,0.04,0.79,SIM
2026-01-05 15:47:25.636426,BUY_YES,KXHIGHNY-26JAN05-B35.5,23.0,4,0.05,0.9700000000000001,SIM
2026-01-05 15:47:26.645541,BUY_YES,KXHIGHNY-26JAN05-B35.5,22.0,5,0.07,1.1700000000000002,SIM
2026-01-05 15:47:26.684920,BUY_YES,KXHIGHNY-26JAN05-B35.5,22.0,2,0.03,0.47,SIM
2026-01-05 15:47:28.008613,BUY_YES,KXHIGHNY-26JAN05-B35.5,22.0,3,0.04,0.7000000000000001,SIM
2026-01-05 15:47:29.081670,BUY_NO,KXHIGHNY-26JAN05-B37.5,25.0,4,0.06,1.06,SIM
2026-01-05 15:47:30.197345,BUY_NO,KXHIGHNY-26JAN05-B37.5,25.0,1,0.02,0.27,SIM
2026-01-05 15:47:34.423751,BUY_NO,KXHIGHNY-26JAN05-B37.5,23.0,6,0.08,1.4600000000000002,SIM
2026-01-05 15:47:36.917662,BUY_NO,KXHIGHNY-26JAN05-B37.5,25.0,1,0.02,0.27,SIM
2026-01-05 15:47:38.422937,BUY_NO,KXHIGHNY-26JAN05-B37.5,24.0,2,0.03,0.51,SIM
2026-01-05 15:47:39.476731,BUY_NO,KXHIGHNY-26JAN05-B37.5,23.0,2,0.03,0.49,SIM
2026-01-05 15:47:40.592288,BUY_NO,KXHIGHNY-26JAN05-B37.5,22.0,1,0.02,0.24,SIM
2026-01-05 15:47:41.831194,BUY_YES,KXHIGHNY-26JAN05-B35.5,11.0,11,0.08,1.29,SIM
2026-01-05 15:47:48.751506,BUY_NO,KXHIGHNY-26JAN05-B37.5,17.0,6,0.06,1.08,SIM
2026-01-05 15:47:48.775027,BUY_NO,KXHIGHNY-26JAN05-B37.5,17.0,4,0.04,0.7200000000000001,SIM
2026-01-05 15:47:48.801412,BUY_NO,KXHIGHNY-26JAN05-B37.5,17.0,1,0.01,0.18000000000000002,SIM
2026-01-05 15:47:53.232485,BUY_YES,KXHIGHNY-26JAN05-B35.5,15.0,5,0.05,0.8,SIM
2026-01-05 15:47:58.365101,BUY_NO,KXHIGHNY-26JAN05-B37.5,11.0,7,0.05,0.8200000000000001,SIM
2026-01-05 15:52:31.175344,BUY_NO,KXHIGHNY-26JAN05-B37.5,11.0,14,0.1,1.6400000000000001,SIM
2026-01-05 15:53:10.721052,BUY_NO,KXHIGHNY-26JAN05-B37.5,19.0,7,0.08,1.4100000000000001,SIM
2026-01-05 15:53:11.067795,BUY_NO,KXHIGHNY-26JAN05-B37.5,18.0,7,0.08,1.34,SIM
2026-01-05 15:53:11.113665,BUY_NO,KXHIGHNY-26JAN05-B37.5,18.0,1,0.02,0.19999999999999998,SIM
2026-01-05 16:25:52.154613,BUY_NO,KXHIGHNY-26JAN05-B39.5,86.0,1,0.01,0.87,SIM
2026-01-05 16:25:55.262430,BUY_NO,KXHIGHNY-26JAN05-B39.5,85.0,1,0.01,0.86,SIM
2026-01-05 16:25:57.403773,BUY_NO,KXHIGHNY-26JAN05-B39.5,85.0,1,0.01,0.86,SIM
2026-01-05 16:25:57.551498,BUY_NO,KXHIGHNY-26JAN05-B39.5,87.0,1,0.01,0.88,SIM
2026-01-05 16:25:57.595221,BUY_NO,KXHIGHNY-26JAN05-B39.5,85.0,1,0.01,0.86,SIM
2026-01-05 17:34:07.484814,BUY_YES,KXHIGHNY-26JAN06-B39.5,18.0,8,0.09,1.53,SIM
2026-01-05 17:34:10.391828,BUY_YES,KXHIGHNY-26JAN06-B39.5,18.0,6,0.07,1.1500000000000001,SIM
2026-01-05 17:36:55.758788,BUY_YES,KXHIGHNY-26JAN06-B39.5,20.0,3,0.04,0.6400000000000001,SIM
2026-01-05 17:53:01.580908,BUY_NO,KXHIGHNY-26JAN05-B39.5,82.0,1,0.02,0.84,SIM
2026-01-05 17:53:02.354569,BUY_NO,KXHIGHNY-26JAN05-B39.5,84.0,1,0.01,0.85,SIM
2026-01-05 17:57:29.824045,BUY_NO,KXHIGHNY-26JAN05-B39.5,79.0,1,0.02,0.81,SIM
2026-01-05 17:57:52.322332,BUY_NO,KXHIGHNY-26JAN05-B39.5,78.0,1,0.02,0.8,SIM
