date,equity,cash,holdings
2025-12-04,2.12,2.12,0.0
2025-12-05,1.8,1.76,0.04
2025-12-06,3.5,2.42,1.08
2025-12-07,110.82000000000001,4.939999999999994,105.88000000000001
2025-12-08,62.75499999999998,11.719999999999988,51.035
2025-12-09,40.33499999999996,16.85999999999996,23.474999999999998
2025-12-10,43.37499999999997,3.739999999999963,39.635000000000005
2025-12-11,28.994999999999962,14.489999999999963,14.505
2025-12-12,13.924999999999962,11.539999999999962,2.3850000000000002
2025-12-13,11.649999999999956,2.729999999999957,8.92
2025-12-14,12.604999999999958,1.2799999999999565,11.325000000000001
2025-12-15,5.41499999999996,2.58999999999996,2.825
2025-12-16,2.55999999999996,2.20999999999996,0.35
2025-12-17,3.77499999999996,1.74999999999996,2.025
2025-12-18,2.89499999999996,2.39999999999996,0.495
2025-12-19,2.37499999999996,2.34999999999996,0.025
2025-12-20,4.094999999999959,0.6899999999999593,3.405
2025-12-21,3.164999999999959,3.089999999999959,0.075
2025-12-22,2.43999999999996,2.20999999999996,0.23
2025-12-23,2.22999999999996,1.73999999999996,0.49
2025-12-24,1.5499999999999599,1.4999999999999598,0.05
2025-12-25,1.2349999999999595,1.1299999999999595,0.105
2025-12-26,1.1049999999999593,1.0399999999999594,0.065
2025-12-27,0.7549999999999591,0.6999999999999591,0.05500000000000001
2025-12-28,0.6749999999999591,0.6699999999999591,0.005
2025-12-29,0.644999999999959,0.639999999999959,0.005
2025-12-30,0.624999999999959,0.599999999999959,0.025
2025-12-31,0.539999999999959,0.5099999999999589,0.03
2026-01-01,0.5099999999999589,0.5099999999999589,0.0
2026-01-02,0.4599999999999589,0.4499999999999589,0.01
2026-01-03,0.4499999999999589,0.4499999999999589,0.0
2026-01-04,0.3499999999999588,0.32999999999995877,0.02
2026-01-05,0.32999999999995877,0.32999999999995877,0.0
2026-01-06,0.32999999999995877,0.32999999999995877,0.0
2026-01-07,0.32999999999995877,0.32999999999995877,0.0
2026-01-08,0.32999999999995877,0.32999999999995877,0.0
2026-01-09,0.32999999999995877,0.32999999999995877,0.0
2026-01-10,0.32999999999995877,0.32999999999995877,0.0
2026-01-11,0.32999999999995877,0.32999999999995877,0.0
