date,equity,cash,holdings
2025-12-04,2.12,2.12,0.0
2025-12-05,1.5149999999999997,1.3399999999999996,0.175
2025-12-06,5.925000000000013,1.4300000000000128,4.495
2025-12-07,143.22499999999994,6.129999999999947,137.095
2025-12-08,127.40499999999996,20.35999999999996,107.045
2025-12-09,75.82999999999987,8.239999999999874,67.59
2025-12-10,101.94999999999987,1.909999999999878,100.03999999999999
2025-12-11,102.03499999999985,66.19999999999986,35.835
2025-12-12,126.23999999999985,30.999999999999858,95.24
2025-12-13,149.94499999999982,9.599999999999852,140.34499999999997
2025-12-14,183.4399999999999,21.94999999999991,161.49
2025-12-15,120.61499999999994,53.30999999999993,67.305
2025-12-16,93.60999999999991,9.529999999999916,84.08
2025-12-17,139.05499999999992,11.009999999999922,128.045
2025-12-18,88.59499999999994,41.61999999999993,46.97500000000001
2025-12-19,79.44999999999992,7.6099999999999195,71.84
2025-12-20,127.96499999999986,7.209999999999878,120.75499999999998
2025-12-21,218.2199999999999,25.749999999999897,192.47000000000003
2025-12-22,191.0249999999999,84.65999999999988,106.36500000000001
2025-12-23,110.05499999999988,27.57999999999988,82.475
2025-12-24,127.8299999999999,5.319999999999908,122.50999999999999
2025-12-25,136.3349999999999,3.0799999999998855,133.255
2025-12-26,201.22499999999985,21.479999999999855,179.745
2025-12-27,254.82499999999993,80.75999999999989,174.06500000000003
2025-12-28,308.65,53.33999999999995,255.31000000000003
2025-12-29,280.31500000000005,83.1100000000001,197.20499999999998
2025-12-30,271.2800000000001,121.95000000000005,149.33
2025-12-31,214.24000000000012,30.790000000000113,183.45000000000002
2026-01-01,244.33000000000013,100.2900000000001,144.04000000000002
2026-01-02,276.0050000000001,148.05000000000015,127.95499999999997
2026-01-03,205.75000000000017,54.95000000000018,150.79999999999998
2026-01-04,164.46000000000015,109.42000000000014,55.04
2026-01-05,275.9600000000001,13.910000000000098,262.05
2026-01-06,168.9449999999999,72.20999999999991,96.735
2026-01-07,135.99999999999991,36.1799999999999,99.82000000000001
2026-01-08,82.67999999999991,18.2299999999999,64.45
2026-01-09,64.40999999999985,5.209999999999867,59.19999999999999
2026-01-10,53.71999999999986,8.659999999999862,45.059999999999995
2026-01-11,5.719999999999861,4.009999999999861,1.7100000000000002
