time,ticker,side,price,qty,status,filled
2026-01-05 15:36:33.885926,KXHIGHNY-26JAN05-B35.5,no,72.0,1,executed,1
2026-01-05 15:36:37.229691,KXHIGHNY-26JAN05-B35.5,no,71.0,3,executed,3
2026-01-05 15:36:37.238984,KXHIGHNY-26JAN05-B35.5,no,70.0,3,executed,3
2026-01-05 15:36:37.268007,KXHIGHNY-26JAN05-B35.5,no,71.0,2,executed,2
2026-01-05 15:36:37.289968,KXHIGHNY-26JAN05-B35.5,no,71.0,1,executed,1
2026-01-05 15:36:37.355357,KXHIGHNY-26JAN05-B35.5,no,71.0,1,executed,1
2026-01-05 15:36:59.275497,KXHIGHNY-26JAN05-B35.5,no,64.0,2,executed,2
2026-01-05 15:36:59.281038,KXHIGHNY-26JAN05-B35.5,no,64.0,1,executed,1
2026-01-05 15:36:59.341961,KXHIGHNY-26JAN05-B35.5,no,64.0,1,executed,1
2026-01-05 15:37:00.646716,KXHIGHNY-26JAN05-B37.5,yes,67.0,2,executed,2
2026-01-05 15:37:00.667793,KXHIGHNY-26JAN05-B37.5,yes,66.0,2,executed,2
2026-01-05 15:37:08.330554,KXHIGHNY-26JAN05-B37.5,yes,65.0,3,executed,3
2026-01-05 15:37:08.595884,KXHIGHNY-26JAN05-B37.5,yes,65.0,1,executed,1
2026-01-05 15:37:08.819374,KXHIGHNY-26JAN05-B37.5,yes,65.0,1,executed,1
2026-01-05 15:50:58.454052,KXHIGHNY-26JAN05-B37.5,yes,75.0,1,executed,1
2026-01-05 15:51:03.679835,KXHIGHNY-26JAN05-B37.5,yes,75.0,2,executed,2
2026-01-05 15:51:03.774457,KXHIGHNY-26JAN05-B37.5,yes,75.0,2,executed,2
2026-01-05 15:51:04.565950,KXHIGHNY-26JAN05-B37.5,yes,75.0,1,executed,1
2026-01-05 15:51:04.893518,KXHIGHNY-26JAN05-B37.5,yes,75.0,1,executed,1
2026-01-05 16:25:43.249913,KXHIGHNY-26JAN05-B37.5,yes,85.0,1,executed,1
2026-01-05 16:25:44.600307,KXHIGHNY-26JAN05-B37.5,yes,84.0,1,executed,1
2026-01-05 16:25:52.074647,KXHIGHNY-26JAN05-B37.5,yes,83.0,1,executed,1
2026-01-05 16:25:52.154613,KXHIGHNY-26JAN05-B39.5,no,86.0,1,executed,1
2026-01-05 16:25:55.262430,KXHIGHNY-26JAN05-B39.5,no,85.0,1,executed,1
2026-01-05 16:25:57.403773,KXHIGHNY-26JAN05-B39.5,no,85.0,1,executed,1
2026-01-05 16:25:57.551498,KXHIGHNY-26JAN05-B39.5,no,87.0,1,executed,1
2026-01-05 16:25:57.595221,KXHIGHNY-26JAN05-B39.5,no,85.0,1,executed,1
2026-01-05 17:34:07.484814,KXHIGHNY-26JAN06-B39.5,yes,18.0,11,executed,11
2026-01-05 17:34:10.391828,KXHIGHNY-26JAN06-B39.5,yes,18.0,9,executed,9
2026-01-05 17:36:55.758788,KXHIGHNY-26JAN06-B39.5,yes,20.0,4,executed,4
2026-01-05 17:52:52.614026,KXHIGHNY-26JAN05-B37.5,yes,76.0,1,executed,1
2026-01-05 17:53:01.580908,KXHIGHNY-26JAN05-B39.5,no,82.0,1,executed,1
2026-01-05 17:53:02.354569,KXHIGHNY-26JAN05-B39.5,no,84.0,1,executed,1
2026-01-05 17:57:29.824045,KXHIGHNY-26JAN05-B39.5,no,79.0,1,executed,1
2026-01-05 17:57:31.499831,KXHIGHNY-26JAN05-B37.5,yes,79.0,1,executed,1
2026-01-05 17:57:33.767795,KXHIGHNY-26JAN05-B37.5,yes,79.0,1,executed,1
2026-01-05 17:57:33.820890,KXHIGHNY-26JAN05-B37.5,yes,78.0,1,executed,1
2026-01-05 17:57:52.322332,KXHIGHNY-26JAN05-B39.5,no,78.0,1,executed,1
