date,equity,cash,holdings
2025-12-04,2.12,2.12,0.0
2025-12-05,2.005,1.99,0.015
2025-12-06,2.7850000000000015,2.0400000000000014,0.7450000000000001
2025-12-07,61.905,3.0900000000000025,58.815
2025-12-08,30.075000000000003,4.370000000000003,25.705
2025-12-09,21.11,9.040000000000003,12.069999999999999
2025-12-10,30.36,5.16,25.2
2025-12-11,18.604999999999997,11.139999999999995,7.465
2025-12-12,20.929999999999993,7.799999999999992,13.13
2025-12-13,22.799999999999986,5.609999999999988,17.189999999999998
2025-12-14,18.804999999999986,4.599999999999985,14.204999999999998
2025-12-15,9.744999999999987,6.629999999999986,3.115
2025-12-16,4.404999999999986,4.249999999999986,0.155
2025-12-17,1.9749999999999868,1.5099999999999867,0.465
2025-12-18,1.3699999999999866,1.3399999999999865,0.03
2025-12-19,1.3399999999999865,1.3399999999999865,0.0
2025-12-20,2.8099999999999863,0.6299999999999859,2.18
2025-12-21,2.644999999999986,2.6299999999999857,0.015
2025-12-22,2.3199999999999865,2.1499999999999866,0.17
2025-12-23,2.2099999999999866,1.8899999999999866,0.32
2025-12-24,1.7999999999999865,1.7699999999999865,0.03
2025-12-25,1.6349999999999862,1.6199999999999863,0.015
2025-12-26,1.5899999999999863,1.5699999999999863,0.02
2025-12-27,1.0049999999999857,0.9299999999999857,0.07500000000000001
2025-12-28,0.9299999999999857,0.9299999999999857,0.0
2025-12-29,0.9299999999999857,0.9299999999999857,0.0
2025-12-30,0.8999999999999857,0.8499999999999857,0.05
2025-12-31,0.9799999999999855,0.7799999999999856,0.2
2026-01-01,1.7749999999999857,0.7799999999999856,0.995
2026-01-02,1.3599999999999852,1.3099999999999852,0.05
2026-01-03,1.029999999999985,0.9599999999999849,0.07
2026-01-04,0.5699999999999844,0.48999999999998445,0.08
2026-01-05,0.4599999999999844,0.4299999999999844,0.03
2026-01-06,0.36499999999998434,0.3399999999999843,0.025
2026-01-07,0.3399999999999843,0.3399999999999843,0.0
2026-01-08,0.3399999999999843,0.3399999999999843,0.0
2026-01-09,0.3399999999999843,0.3399999999999843,0.0
2026-01-10,0.3399999999999843,0.3399999999999843,0.0
2026-01-11,0.3399999999999843,0.3399999999999843,0.0
