94728KNYC NYC20250501000010805/01/25 00:00:31  5-MIN KNYC 010500Z AUTO 04006KT 10SM CLR 16/M02 A3014 -40 29 0 050/06 RMK AO2 T01561022 $
94728KNYC NYC20250501000510805/01/25 00:05:31  5-MIN KNYC 010505Z AUTO 05004KT 10SM CLR 16/M02 A3014 -40 30 0 070/04 RMK AO2 T01561017 $
94728KNYC NYC20250501001010305/01/25 00:10:31  5-MIN KNYC 010510Z VRB05KT 10SM CLR 15/M01 A3014 -40 33 0 VRB/05 RMK AO2 T01501011 $
94728KNYC NYC20250501001510305/01/25 00:15:31  5-MIN KNYC 010515Z 04006KT 10SM CLR 15/M01 A3014 -40 33 0 060/06 RMK AO2 T01501011 $
94728KNYC NYC20250501002010505/01/25 00:20:31  5-MIN KNYC 010520Z 04005KT 10SM CLR 16/M02 A3014 -40 30 100 060/05 RMK AO2 T01561017 $
94728KNYC NYC20250501002510305/01/25 00:25:31  5-MIN KNYC 010525Z 05005KT 10SM CLR 15/M02 A3014 -40 31 0 060/05 RMK AO2 T01501017 $
94728KNYC NYC20250501003010305/01/25 00:30:31  5-MIN KNYC 010530Z 05004KT 10SM CLR 15/M01 A3014 -40 33 0 060/04 RMK AO2 T01501011 $
94728KNYC NYC20250501003510305/01/25 00:35:31  5-MIN KNYC 010535Z VRB06KT 10SM CLR 14/M01 A3014 -40 35 0 VRB/06 RMK AO2 T01441006 $
94728KNYC NYC20250501004010305/01/25 00:40:31  5-MIN KNYC 010540Z VRB05KT 10SM CLR 15/M02 A3014 -40 31 0 VRB/05 RMK AO2 T01501017 $
94728KNYC NYC20250501004512805/01/25 00:45:31  5-MIN KNYC 010545Z 07005KT 10SM CLR 14/M01 A3014 -40 34 0 080/05 RMK AO2 SLP197 T01441011 10206 20144 51022 $
94728KNYC NYC20250501005014405/01/25 00:50:31  5-MIN KNYC 010550Z 04007KT 010V090 10SM CLR 14/M02 A3014 -40 33 0 050/07 020V100 RMK AO2 SLP198 T01441017 10206 20144 51022 $
94728KNYC NYC20250501005510305/01/25 00:55:31  5-MIN KNYC 010555Z VRB05KT 10SM CLR 14/M03 A3014 -40 30 0 VRB/05 RMK AO2 T01441028 $
94728KNYC NYC20250501010010305/01/25 01:00:31  5-MIN KNYC 010600Z VRB05KT 10SM CLR 14/M02 A3014 -40 31 0 VRB/05 RMK AO2 T01441022 $
94728KNYC NYC20250501010510305/01/25 01:05:31  5-MIN KNYC 010605Z VRB03KT 10SM CLR 14/M03 A3014 -40 30 0 VRB/03 RMK AO2 T01441028 $
94728KNYC NYC20250501011010305/01/25 01:10:31  5-MIN KNYC 010610Z 03005KT 10SM CLR 14/M03 A3014 -40 30 0 050/05 RMK AO2 T01441028 $
94728KNYC NYC20250501011510305/01/25 01:15:31  5-MIN KNYC 010615Z VRB06KT 10SM CLR 14/M03 A3014 -40 30 0 VRB/06 RMK AO2 T01441028 $
94728KNYC NYC20250501012010305/01/25 01:20:31  5-MIN KNYC 010620Z VRB05KT 10SM CLR 14/M03 A3014 -40 30 0 VRB/05 RMK AO2 T01441028 $
94728KNYC NYC20250501012510305/01/25 01:25:31  5-MIN KNYC 010625Z 05006KT 10SM CLR 14/M03 A3014 -40 30 0 060/06 RMK AO2 T01441028 $
94728KNYC NYC20250501013010305/01/25 01:30:31  5-MIN KNYC 010630Z VRB05KT 10SM CLR 14/M02 A3014 -40 31 0 VRB/05 RMK AO2 T01441022 $
94728KNYC NYC20250501013510305/01/25 01:35:31  5-MIN KNYC 010635Z 04006KT 10SM CLR 14/M02 A3014 -40 33 0 060/06 RMK AO2 T01441017 $
94728KNYC NYC20250501014010305/01/25 01:40:31  5-MIN KNYC 010640Z 04009KT 10SM CLR 14/M03 A3014 -40 30 0 060/09 RMK AO2 T01441028 $
94728KNYC NYC20250501014511005/01/25 01:45:31  5-MIN KNYC 010645Z 05008KT 10SM CLR 14/M03 A3014 -40 30 0 060/08 RMK AO2 SLP199 T01441028 $
94728KNYC NYC20250501015011005/01/25 01:50:31  5-MIN KNYC 010650Z 06007KT 10SM CLR 14/M03 A3015 -50 30 0 070/07 RMK AO2 SLP200 T01441028 $
94728KNYC NYC20250501015512205/01/25 01:55:31  5-MIN KNYC 010655Z 04007KT 360V070 10SM CLR 14/M03 A3015 -50 31 -100 050/07 010V080 RMK AO2 T01391028 $
94728KNYC NYC20250501020010605/01/25 02:00:31  5-MIN KNYC 010700Z 04006KT 10SM CLR 14/M03 A3015 -50 31 -100 050/06 RMK AO2 T01391028 $
94728KNYC NYC20250501020510605/01/25 02:05:31  5-MIN KNYC 010705Z 03004KT 10SM CLR 14/M03 A3015 -50 31 -100 050/04 RMK AO2 T01391028 $
94728KNYC NYC20250501021010605/01/25 02:10:31  5-MIN KNYC 010710Z VRB05KT 10SM CLR 14/M03 A3015 -50 31 -100 VRB/05 RMK AO2 T01391028 $
94728KNYC NYC20250501021510605/01/25 02:15:31  5-MIN KNYC 010715Z VRB04KT 10SM CLR 13/M02 A3016 -50 34 -200 VRB/04 RMK AO2 T01331022 $
94728KNYC NYC20250501022010605/01/25 02:20:31  5-MIN KNYC 010720Z 02004KT 10SM CLR 13/M02 A3016 -60 34 -200 030/04 RMK AO2 T01331022 $
94728KNYC NYC20250501022510605/01/25 02:25:31  5-MIN KNYC 010725Z VRB04KT 10SM CLR 13/M03 A3016 -60 32 -200 VRB/04 RMK AO2 T01331028 $
