94728KNYC NYC20250701000011907/01/25 00:00:31  5-MIN KNYC 010500Z AUTO 00000KT 9SM FEW019 SCT120 26/22 A2993 150 79 1500 000/00 RMK AO2 T02560217 $
94728KNYC NYC20250701000511207/01/25 00:05:31  5-MIN KNYC 010505Z AUTO 00000KT 9SM FEW018 26/22 A2993 150 79 1500 000/00 RMK AO2 T02560217 $
94728KNYC NYC20250701001011907/01/25 00:10:31  5-MIN KNYC 010510Z AUTO 00000KT 9SM FEW018 FEW060 26/22 A2992 160 79 1500 000/00 RMK AO2 T02560217 $
94728KNYC NYC20250701001511907/01/25 00:15:31  5-MIN KNYC 010515Z AUTO 00000KT 9SM FEW018 SCT060 26/22 A2993 150 79 1400 000/00 RMK AO2 T02560217 $
94728KNYC NYC20250701002011307/01/25 00:20:31  5-MIN KNYC 010520Z AUTO 00000KT 10SM FEW060 26/22 A2992 160 79 1500 000/00 RMK AO2 T02560217 $
94728KNYC NYC20250701002511307/01/25 00:25:31  5-MIN KNYC 010525Z AUTO 25004KT 10SM FEW055 26/22 A2992 160 79 1500 260/04 RMK AO2 T02560217 $
94728KNYC NYC20250701003011307/01/25 00:30:31  5-MIN KNYC 010530Z AUTO 00000KT 10SM FEW060 26/22 A2992 160 79 1500 000/00 RMK AO2 T02560217 $
94728KNYC NYC20250701003511307/01/25 00:35:31  5-MIN KNYC 010535Z AUTO VRB03KT 10SM FEW060 26/22 A2991 170 79 1500 VRB/03 RMK AO2 T02560217 $
94728KNYC NYC20250701004011307/01/25 00:40:31  5-MIN KNYC 010540Z AUTO 23004KT 10SM FEW055 26/21 A2991 170 76 1500 240/04 RMK AO2 T02560211 $
94728KNYC NYC20250701004513507/01/25 00:45:31  5-MIN KNYC 010545Z AUTO 00000KT 10SM CLR 26/21 A2991 170 76 1500 000/00 RMK AO2 SLP118 T02560211 10267 20256 50006 $
94728KNYC NYC20250701005013807/01/25 00:50:31  5-MIN KNYC 010550Z AUTO 00000KT 10SM FEW050 26/21 A2990 170 76 1500 000/00 RMK AO2 SLP116 T02560211 10267 20256 50006 $
94728KNYC NYC20250701005511307/01/25 00:55:31  5-MIN KNYC 010555Z AUTO 00000KT 10SM SCT050 26/21 A2990 170 76 1500 000/00 RMK AO2 T02560211 $
94728KNYC NYC20250701010011207/01/25 01:00:31  5-MIN KNYC 010600Z AUTO 22003KT 8SM SCT050 26/21 A2991 170 76 1500 240/03 RMK AO2 T02560211 $
94728KNYC NYC20250701010514607/01/25 01:05:31  5-MIN KNYC 010605Z AUTO 22003KT 1 1/4SM +RA FEW027 FEW036 BKN050 24/22 A2992 160 84 1300 230/03 RMK AO2 RAB02 P0006 T02440217 $
94728KNYC NYC20250701011014507/01/25 01:10:31  5-MIN KNYC 010610Z AUTO VRB03KT 1SM -RA BR SCT034 SCT043 BKN050 24/22 A2992 160 87 1300 VRB/03 RMK AO2 RAB02 P0008 T02440222 $
94728KNYC NYC20250701011514507/01/25 01:15:31  5-MIN KNYC 010615Z AUTO 00000KT 3SM -RA BR SCT038 BKN055 OVC080 24/22 A2991 170 90 1300 000/00 RMK AO2 RAB02 P0009 T02390222 $
94728KNYC NYC20250701012014507/01/25 01:20:31  5-MIN KNYC 010620Z AUTO 00000KT 3SM -RA BR FEW030 BKN060 OVC100 24/22 A2991 170 90 1300 000/00 RMK AO2 RAB02 P0009 T02390222 $
94728KNYC NYC20250701012514407/01/25 01:25:31  5-MIN KNYC 010625Z AUTO 00000KT 4SM BR FEW033 BKN060 OVC070 24/22 A2990 170 90 1300 000/00 RMK AO2 RAB02E24 P0009 T02390222 $
94728KNYC NYC20250701013014407/01/25 01:30:31  5-MIN KNYC 010630Z AUTO 00000KT 5SM BR FEW030 BKN049 BKN060 24/22 A2990 180 90 1300 000/00 RMK AO2 RAB02E24 P0009 T02390222 $
94728KNYC NYC20250701013514407/01/25 01:35:31  5-MIN KNYC 010635Z AUTO 27005KT 4SM BR FEW037 BKN047 OVC060 24/22 A2992 160 90 1300 290/05 RMK AO2 RAB02E24 P0009 T02390222 $
94728KNYC NYC20250701014014407/01/25 01:40:31  5-MIN KNYC 010640Z AUTO VRB03KT 3SM BR FEW037 BKN047 OVC060 24/22 A2992 160 90 1300 VRB/03 RMK AO2 RAB02E24 P0009 T02390222 $
94728KNYC NYC20250701014515807/01/25 01:45:31  5-MIN KNYC 010645Z AUTO VRB03KT 3SM -RA BR FEW037 BKN048 OVC110 24/22 A2992 160 90 1300 VRB/03 RMK AO2 RAB02E24B44 SLP121 P0009 T02390222 $
94728KNYC NYC20250701015015807/01/25 01:50:31  5-MIN KNYC 010650Z AUTO 24003KT 4SM -RA BR FEW037 BKN060 OVC100 24/22 A2992 160 90 1300 250/03 RMK AO2 RAB02E24B44 SLP121 P0009 T02390222 $
94728KNYC NYC20250701015513907/01/25 01:55:31  5-MIN KNYC 010655Z AUTO 00000KT 3SM -RA BR FEW037 BKN060 OVC100 24/22 A2991 160 90 1300 000/00 RMK AO2 P0000 T02390222 $
94728KNYC NYC20250701020014307/01/25 02:00:31  5-MIN KNYC 010700Z AUTO VRB03KT 2 1/2SM -RA BR FEW046 SCT065 OVC100 24/22 A2991 170 90 1300 VRB/03 RMK AO2 P0001 T02390222 $
