time,action,ticker,price,qty,fee,cost,source,spread,capital_after,slippage,mid_at_fill,strategy
2025-12-04 23:10:49.464312,BUY_NO,KXHIGHNY-25DEC05-B34.5,85,10,0.09,8.59,MM,1,559.4300000000001,0.5,15.5,RegimeSwitcher
2025-12-04 23:13:58.002188,BUY_NO,KXHIGHNY-25DEC05-B34.5,85,8,0.08,6.88,MM,1,552.5500000000001,0.5,15.5,RegimeSwitcher
2025-12-04 23:19:17.749758,BUY_NO,KXHIGHNY-25DEC05-B34.5,85,6,0.06,5.159999999999999,MM,1,547.3900000000001,0.5,15.5,RegimeSwitcher
2025-12-04 23:19:39.954017,BUY_NO,KXHIGHNY-25DEC05-B34.5,85,4,0.04,3.44,MM,1,543.95,0.5,15.5,RegimeSwitcher
2025-12-04 23:30:07.852557,BUY_NO,KXHIGHNY-25DEC05-B34.5,85,1,0.01,0.86,MM,1,543.09,0.5,15.5,RegimeSwitcher
2025-12-04 23:41:21.837902,BUY_NO,KXHIGHNY-25DEC05-B34.5,83,1,0.01,0.84,MM,2,542.25,1.0,18.0,RegimeSwitcher
2025-12-04 23:49:10.421869,BUY_NO,KXHIGHNY-25DEC05-B34.5,82,3,0.04,2.5,MM,1,539.75,0.5,18.5,RegimeSwitcher
2025-12-04 23:56:19.050675,BUY_YES,KXHIGHNY-25DEC05-B32.5,48,8,0.14,3.98,MM,2,535.77,1.0,47.0,RegimeSwitcher
2025-12-04 23:56:24.202068,BUY_YES,KXHIGHNY-25DEC05-B32.5,47,20,0.35,9.749999999999998,MM,3,526.02,1.5,45.5,RegimeSwitcher
2025-12-04 23:59:24.427166,BUY_NO,KXHIGHNY-25DEC05-B34.5,80,4,0.05,3.25,MM,1,522.77,0.5,20.5,RegimeSwitcher
2025-12-04 23:59:53.433019,BUY_NO,KXHIGHNY-25DEC05-B34.5,78,18,0.22,14.260000000000002,MM,1,508.51,0.5,22.5,RegimeSwitcher
2025-12-05 05:47:54.902198,BUY_YES,KXHIGHNY-25DEC05-T37,1,500,0.35,5.35,MM,1,503.15999999999997,0.5,0.5,RegimeSwitcher
2025-12-05 06:29:17.797201,BUY_NO,KXHIGHNY-25DEC05-T30,96,3,0.01,2.8899999999999997,MM,3,500.27,1.5,5.5,RegimeSwitcher
2025-12-05 06:29:28.475217,BUY_NO,KXHIGHNY-25DEC05-T30,96,3,0.01,2.8899999999999997,MM,2,497.38,1.0,5.0,RegimeSwitcher
2025-12-05 06:34:48.991244,BUY_NO,KXHIGHNY-25DEC05-T30,94,7,0.03,6.61,MM,1,490.77,0.5,6.5,RegimeSwitcher
2025-12-05 08:23:12.627589,BUY_YES,KXHIGHNY-25DEC06-T39,8,108,0.56,9.200000000000001,MM,2,481.57,1.0,7.0,RegimeSwitcher
2025-12-05 08:23:20.786053,BUY_YES,KXHIGHNY-25DEC06-T39,7,111,0.51,8.280000000000001,MM,1,473.28999999999996,0.5,6.5,RegimeSwitcher
2025-12-05 08:23:26.561179,BUY_YES,KXHIGHNY-25DEC06-B43.5,15,31,0.28,4.93,MM,7,468.35999999999996,3.5,11.5,RegimeSwitcher
2025-12-05 15:15:08.449976,BUY_YES,KXHIGHNY-25DEC06-T46,2,1,0.01,0.03,MM,1,468.33,0.5,1.5,RegimeSwitcher
2025-12-06 05:01:05.550801,BUY_YES,KXHIGHNY-25DEC06-B43.5,12,57,0.43,7.27,MM,1,1080.06,0.5,11.5,RegimeSwitcher
2025-12-06 05:01:22.551177,BUY_NO,KXHIGHNY-25DEC06-B39.5,59,12,0.21,7.29,MM,2,1072.77,1.0,42.0,RegimeSwitcher
2025-12-06 05:02:08.106726,BUY_NO,KXHIGHNY-25DEC06-B39.5,59,8,0.14,4.859999999999999,MM,1,1067.91,0.5,41.5,RegimeSwitcher
2025-12-06 05:04:05.190127,BUY_YES,KXHIGHNY-25DEC06-B43.5,11,139,0.96,16.25,MM,1,1051.66,0.5,10.5,RegimeSwitcher
2025-12-06 05:05:03.681628,BUY_YES,KXHIGHNY-25DEC06-B43.5,12,15,0.12,1.92,MM,2,1049.74,1.0,11.0,RegimeSwitcher
2025-12-06 05:07:29.757734,BUY_YES,KXHIGHNY-25DEC06-B43.5,10,150,0.95,15.95,MM,2,1033.79,1.0,9.0,RegimeSwitcher
2025-12-06 05:09:43.593894,BUY_YES,KXHIGHNY-25DEC06-B41.5,47,49,0.86,23.889999999999997,MM,2,1009.9,1.0,46.0,RegimeSwitcher
2025-12-06 05:10:19.434745,BUY_YES,KXHIGHNY-25DEC06-B41.5,48,7,0.13,3.4899999999999998,MM,2,1006.41,1.0,47.0,RegimeSwitcher
2025-12-06 05:10:26.241676,BUY_YES,KXHIGHNY-25DEC06-B41.5,47,27,0.48,13.17,MM,1,993.24,0.5,46.5,RegimeSwitcher
2025-12-06 05:11:13.912267,BUY_YES,KXHIGHNY-25DEC06-B43.5,11,46,0.32,5.38,MM,1,987.86,0.5,10.5,RegimeSwitcher
2025-12-06 05:12:15.925849,BUY_YES,KXHIGHNY-25DEC06-B43.5,11,34,0.24,3.9800000000000004,MM,2,983.88,1.0,10.0,RegimeSwitcher
2025-12-06 05:13:24.388975,BUY_YES,KXHIGHNY-25DEC06-B43.5,11,26,0.18,3.04,MM,2,980.84,1.0,10.0,RegimeSwitcher
2025-12-06 05:13:30.401329,BUY_YES,KXHIGHNY-25DEC06-B43.5,10,2,0.02,0.22,MM,2,980.62,1.0,9.0,RegimeSwitcher
