decision_id,decision_time,tick_time,tick_seq,tick_source,tick_row,ticker,decision_type,cash,pos_yes,pos_no,pending_yes,pending_no,order_index,action,price,qty,source,reason,edge,edge_yes,edge_no,fair_prob,mid,edge_cents,required,fee_cents,margin,edge_after_fee_real,edge_after_fee
17,2026-01-10T13:54:31.571969,2026-01-09T05:05:27.817538,1940283,market_data_KXHIGHNY-26JAN09.csv,32959,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.0125,1.0,0.25000000000000006,4.0693,,,,
18,2026-01-10T13:54:31.571969,2026-01-09T05:05:27.876124,1940284,market_data_KXHIGHNY-26JAN09.csv,32960,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.013333333333333332,1.5,0.3333333333333332,4.0693,,,,
19,2026-01-10T13:54:31.571969,2026-01-09T05:05:27.942908,1940285,market_data_KXHIGHNY-26JAN09.csv,32961,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.0125,1.0,0.25000000000000006,4.0693,,,,
20,2026-01-10T13:54:31.571969,2026-01-09T05:05:28.037637,1940286,market_data_KXHIGHNY-26JAN09.csv,32962,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.013000000000000001,1.5,0.3000000000000001,4.0693,,,,
21,2026-01-10T13:54:31.571969,2026-01-09T05:05:28.107597,1940287,market_data_KXHIGHNY-26JAN09.csv,32963,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.0125,1.0,0.25000000000000006,4.0693,,,,
22,2026-01-10T13:54:31.571969,2026-01-09T05:05:28.173148,1940288,market_data_KXHIGHNY-26JAN09.csv,32964,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.012857142857142859,1.5,0.28571428571428586,4.0693,,,,
23,2026-01-10T13:54:31.571969,2026-01-09T05:05:28.293531,1940289,market_data_KXHIGHNY-26JAN09.csv,32965,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.0125,1.0,0.25000000000000006,4.0693,,,,
24,2026-01-10T13:54:31.571969,2026-01-09T05:05:28.379785,1940290,market_data_KXHIGHNY-26JAN09.csv,32966,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.012777777777777777,1.5,0.2777777777777777,4.0693,,,,
25,2026-01-10T13:54:31.571969,2026-01-09T05:05:28.452590,1940291,market_data_KXHIGHNY-26JAN09.csv,32967,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.0125,1.0,0.25000000000000006,4.0693,,,,
26,2026-01-10T13:54:31.571969,2026-01-09T05:05:28.606617,1940292,market_data_KXHIGHNY-26JAN09.csv,32968,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.012727272727272728,1.5,0.27272727272727276,4.0693,,,,
27,2026-01-10T13:54:31.571969,2026-01-09T05:05:28.710550,1940293,market_data_KXHIGHNY-26JAN09.csv,32969,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.0125,1.0,0.25000000000000006,4.0693,,,,
28,2026-01-10T13:54:31.571969,2026-01-09T05:05:28.809207,1940294,market_data_KXHIGHNY-26JAN09.csv,32970,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.012692307692307692,1.5,0.26923076923076916,4.0693,,,,
29,2026-01-10T13:54:31.571969,2026-01-09T05:05:29.024815,1940295,market_data_KXHIGHNY-26JAN09.csv,32971,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.0125,1.0,0.25000000000000006,4.0693,,,,
30,2026-01-10T13:54:31.571969,2026-01-09T05:05:29.193089,1940296,market_data_KXHIGHNY-26JAN09.csv,32972,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.012666666666666666,1.5,0.2666666666666666,4.0693,,,,
31,2026-01-10T13:54:31.571969,2026-01-09T05:05:29.364677,1940297,market_data_KXHIGHNY-26JAN09.csv,32973,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.0125,1.0,0.25000000000000006,4.0693,,,,
32,2026-01-10T13:54:31.571969,2026-01-09T05:05:29.568294,1940298,market_data_KXHIGHNY-26JAN09.csv,32974,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.01264705882352941,1.5,0.264705882352941,4.0693,,,,
33,2026-01-10T13:54:31.571969,2026-01-09T05:05:29.742841,1940299,market_data_KXHIGHNY-26JAN09.csv,32975,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.0125,1.0,0.25000000000000006,4.0693,,,,
34,2026-01-10T13:54:31.571969,2026-01-09T05:05:29.914905,1940300,market_data_KXHIGHNY-26JAN09.csv,32976,KXHIGHNY-26JAN09-T49,keep,10000.0,0,0,0,0,,,,,,min_edge_fee_gate,,,,0.01263157894736842,1.5,0.26315789473684204,4.0693,,,,
