date,equity,cash,holdings
2025-12-04,2.12,2.12,0.0
2025-12-05,1.905,1.8800000000000001,0.025
2025-12-06,3.2700000000000005,2.1400000000000006,1.1300000000000001
2025-12-07,78.82499999999999,2.9399999999999977,75.88499999999999
2025-12-08,46.4,13.079999999999998,33.32
2025-12-09,28.499999999999982,13.949999999999982,14.55
2025-12-10,33.239999999999974,4.659999999999974,28.58
2025-12-11,21.089999999999975,12.559999999999976,8.53
2025-12-12,23.919999999999973,7.6699999999999715,16.25
2025-12-13,25.94999999999997,5.499999999999971,20.45
2025-12-14,22.024999999999963,4.849999999999968,17.174999999999997
2025-12-15,11.554999999999964,7.269999999999963,4.285
2025-12-16,4.534999999999963,4.309999999999963,0.225
2025-12-17,2.024999999999964,1.559999999999964,0.465
2025-12-18,1.419999999999964,1.389999999999964,0.03
2025-12-19,1.3649999999999638,1.359999999999964,0.005
2025-12-20,2.809999999999963,0.6199999999999632,2.19
2025-12-21,2.6399999999999633,2.6199999999999632,0.02
2025-12-22,2.1699999999999644,1.9799999999999642,0.18999999999999997
2025-12-23,2.049999999999964,1.719999999999964,0.32999999999999996
2025-12-24,1.5749999999999638,1.5399999999999638,0.035
2025-12-25,1.3399999999999637,1.2799999999999636,0.06
2025-12-26,1.2549999999999635,1.2299999999999636,0.025
2025-12-27,0.774999999999963,0.7099999999999631,0.065
2025-12-28,0.7099999999999631,0.7099999999999631,0.0
2025-12-29,0.7099999999999631,0.7099999999999631,0.0
2025-12-30,0.7099999999999631,0.7099999999999631,0.0
2025-12-31,0.6899999999999631,0.6799999999999631,0.01
2026-01-01,0.6799999999999631,0.6799999999999631,0.0
2026-01-02,0.6549999999999631,0.649999999999963,0.005
2026-01-03,0.649999999999963,0.649999999999963,0.0
2026-01-04,0.3999999999999628,0.3499999999999628,0.05
2026-01-05,0.3499999999999628,0.3499999999999628,0.0
2026-01-06,0.3499999999999628,0.3499999999999628,0.0
2026-01-07,0.3499999999999628,0.3499999999999628,0.0
2026-01-08,0.3499999999999628,0.3499999999999628,0.0
2026-01-09,0.3499999999999628,0.3499999999999628,0.0
2026-01-10,0.3499999999999628,0.3499999999999628,0.0
2026-01-11,0.3499999999999628,0.3499999999999628,0.0
