timestamp,temp_c,temp_f,raw_data
2025-11-24T21:51:00+00:00,10,50.0,"{'@id': 'https://api.weather.gov/stations/KNYC/observations/2025-11-24T21:51:00+00:00', '@type': 'wx:ObservationStation', 'elevation': {'unitCode': 'wmoUnit:m', 'value': 27}, 'station': 'https://api.weather.gov/stations/KNYC', 'stationId': 'KNYC', 'stationName': 'New York City, Central Park', 'timestamp': '2025-11-24T21:51:00+00:00', 'rawMessage': 'KNYC 242151Z AUTO 00000KT 10SM CLR 10/M04 A3026 RMK AO2 SLP238 T01001044', 'textDescription': 'Clear', 'icon': 'https://api.weather.gov/icons/land/night/skc?size=medium', 'presentWeather': [], 'temperature': {'unitCode': 'wmoUnit:degC', 'value': 10, 'qualityControl': 'V'}, 'dewpoint': {'unitCode': 'wmoUnit:degC', 'value': -4.4, 'qualityControl': 'V'}, 'windDirection': {'unitCode': 'wmoUnit:degree_(angle)', 'value': 0, 'qualityControl': 'V'}, 'windSpeed': {'unitCode': 'wmoUnit:km_h-1', 'value': 0, 'qualityControl': 'V'}, 'windGust': {'unitCode': 'wmoUnit:km_h-1', 'value': None, 'qualityControl': 'Z'}, 'barometricPressure': {'unitCode': 'wmoUnit:Pa', 'value': 102470, 'qualityControl': 'V'}, 'seaLevelPressure': {'unitCode': 'wmoUnit:Pa', 'value': 102380, 'qualityControl': 'V'}, 'visibility': {'unitCode': 'wmoUnit:m', 'value': 16090, 'qualityControl': 'C'}, 'maxTemperatureLast24Hours': {'unitCode': 'wmoUnit:degC', 'value': None}, 'minTemperatureLast24Hours': {'unitCode': 'wmoUnit:degC', 'value': None}, 'precipitationLastHour': {'unitCode': 'wmoUnit:mm', 'value': None, 'qualityControl': 'Z'}, 'precipitationLast3Hours': {'unitCode': 'wmoUnit:mm', 'value': None, 'qualityControl': 'Z'}, 'precipitationLast6Hours': {'unitCode': 'wmoUnit:mm', 'value': None, 'qualityControl': 'Z'}, 'relativeHumidity': {'unitCode': 'wmoUnit:percent', 'value': 36.005565237249, 'qualityControl': 'V'}, 'windChill': {'unitCode': 'wmoUnit:degC', 'value': None, 'qualityControl': 'V'}, 'heatIndex': {'unitCode': 'wmoUnit:degC', 'value': None, 'qualityControl': 'V'}, 'cloudLayers': [{'base': {'unitCode': 'wmoUnit:m', 'value': None}, 'amount': 'CLR'}]}"
2025-11-24T22:51:00+00:00,9.4,48.92,AWC,"{'icaoId': 'KNYC', 'receiptTime': '2025-11-24T22:56:32.823Z', 'obsTime': 1764024660, 'reportTime': '2025-11-24T23:00:00.000Z', 'temp': 9.4, 'dewp': -3.9, 'wdir': 0, 'wspd': 0, 'visib': '10+', 'altim': 1025.5, 'slp': 1024.4, 'qcField': 6, 'metarType': 'METAR', 'rawOb': 'METAR KNYC 242251Z AUTO 00000KT 10SM CLR 09/M04 A3028 RMK AO2 SLP244 T00941039', 'lat': 40.779, 'lon': -73.9692, 'elev': 33, 'name': 'New York/Central Park, NY, US', 'cover': 'CLR', 'clouds': [], 'fltCat': 'VFR'}"
