timestamp,ticker,action,actual_price,expected_price,actual_qty,signal_qty,fill_ratio,latency_ms,match_diff_sec
2025-12-25 05:00:29.334586,KXHIGHNY-25DEC25-B45.5,BUY_YES,26,28,1,1,1.0,,25.334586
2025-12-25 05:00:32.141765,KXHIGHNY-25DEC25-B45.5,BUY_YES,28,28,1,1,1.0,,28.141765
2025-12-25 05:00:34.713833,KXHIGHNY-25DEC25-B45.5,BUY_YES,24,28,1,1,1.0,,30.713833
2025-12-25 05:00:39.894042,KXHIGHNY-25DEC25-B45.5,BUY_YES,28,28,1,1,1.0,,35.894042
2025-12-25 05:00:42.839823,KXHIGHNY-25DEC25-B45.5,BUY_YES,28,28,1,1,1.0,,38.839823
2025-12-25 05:00:49.229124,KXHIGHNY-25DEC25-B45.5,BUY_YES,27,28,1,1,1.0,,45.229124
2025-12-25 05:00:52.432831,KXHIGHNY-25DEC25-B45.5,BUY_YES,28,28,1,1,1.0,,48.432831
2025-12-25 05:00:56.560813,KXHIGHNY-25DEC25-B45.5,BUY_YES,25,28,1,1,1.0,,52.560813
2025-12-25 05:01:00.555815,KXHIGHNY-25DEC25-B45.5,BUY_YES,24,24,1,1,1.0,,4.444185
2025-12-25 05:01:12.793254,KXHIGHNY-25DEC25-B45.5,BUY_YES,24,24,1,1,1.0,,7.793254
2025-12-25 05:01:19.543108,KXHIGHNY-25DEC25-B45.5,BUY_YES,20,24,1,1,1.0,,14.543108
2025-12-25 05:01:22.953723,KXHIGHNY-25DEC25-B45.5,BUY_YES,20,24,1,1,1.0,,17.953723
2025-12-25 05:01:32.157610,KXHIGHNY-25DEC25-B45.5,BUY_YES,21,24,1,1,1.0,,27.15761
2025-12-25 05:02:05.556355,KXHIGHNY-25DEC25-B45.5,BUY_YES,19,19,6,6,1.0,,0.556355
2025-12-25 05:02:08.488148,KXHIGHNY-25DEC25-B45.5,BUY_YES,19,19,5,6,0.8333333333333334,,3.488148
2025-12-25 05:02:30.671858,KXHIGHNY-25DEC25-B47.5,BUY_YES,30,30,7,7,1.0,,25.671858
2025-12-25 05:02:43.196127,KXHIGHNY-25DEC25-B47.5,BUY_YES,30,30,5,7,0.7142857142857143,,38.196127
2025-12-25 05:02:45.521252,KXHIGHNY-25DEC25-B47.5,BUY_YES,30,30,3,7,0.42857142857142855,,40.521252
2025-12-25 05:02:47.782750,KXHIGHNY-25DEC25-B47.5,BUY_YES,30,30,2,7,0.2857142857142857,,42.78275
2025-12-25 05:02:50.668222,KXHIGHNY-25DEC25-B47.5,BUY_YES,30,30,1,7,0.14285714285714285,,45.668222
2025-12-25 05:08:13.472543,KXHIGHNY-25DEC25-T48,BUY_YES,35,35,1,1,1.0,,6.472543
2025-12-25 05:09:55.589989,KXHIGHNY-25DEC25-T48,BUY_YES,32,32,4,4,1.0,,47.589989
2025-12-25 05:10:00.238309,KXHIGHNY-25DEC25-T48,BUY_YES,30,32,6,4,1.5,,52.238309
2025-12-25 05:10:08.020642,KXHIGHNY-25DEC25-T48,BUY_YES,32,32,2,2,1.0,,1.979358
2025-12-25 05:10:11.274780,KXHIGHNY-25DEC25-T48,BUY_YES,32,32,2,2,1.0,,1.27478
2025-12-25 05:10:17.118653,KXHIGHNY-25DEC25-T48,BUY_YES,32,32,1,2,0.5,,7.118653
2025-12-25 05:10:20.346554,KXHIGHNY-25DEC25-T48,BUY_YES,32,32,1,2,0.5,,10.346554
2025-12-25 05:16:33.360041,KXHIGHNY-25DEC25-B47.5,BUY_YES,39,39,4,4,1.0,,20.360041
2025-12-25 05:16:36.579364,KXHIGHNY-25DEC25-B47.5,BUY_YES,41,39,2,4,0.5,,23.579363999999998
2025-12-25 05:16:41.248672,KXHIGHNY-25DEC25-B47.5,BUY_YES,40,39,3,4,0.75,,28.248672
2025-12-25 05:16:45.578144,KXHIGHNY-25DEC25-B47.5,BUY_YES,41,39,1,4,0.25,,32.578144
2025-12-25 05:16:59.358172,KXHIGHNY-25DEC25-B47.5,BUY_YES,41,39,1,4,0.25,,46.358172
2025-12-25 05:17:12.249144,KXHIGHNY-25DEC25-B47.5,BUY_YES,41,40,1,1,1.0,,1.750856
2025-12-25 05:17:14.245326,KXHIGHNY-25DEC25-B47.5,BUY_YES,40,40,1,1,1.0,,0.245326
2025-12-25 05:17:51.555631,KXHIGHNY-25DEC25-B47.5,BUY_YES,33,40,4,1,4.0,,37.555631
2025-12-25 05:17:53.998115,KXHIGHNY-25DEC25-B47.5,BUY_YES,33,40,4,1,4.0,,39.998115
2025-12-25 05:17:59.885985,KXHIGHNY-25DEC25-B47.5,BUY_YES,33,40,4,1,4.0,,45.885985
2025-12-25 05:21:42.159638,KXHIGHNY-25DEC25-B45.5,BUY_YES,12,12,1,5,0.2,,26.159638
2025-12-25 05:34:54.117747,KXHIGHNY-25DEC25-B43.5,BUY_YES,3,3,3,4,0.75,,32.117747
2025-12-25 05:46:13.633587,KXHIGHNY-25DEC25-B43.5,BUY_YES,1,1,1,86,0.011627906976744186,,44.633587
2025-12-26 05:02:50.534376,KXHIGHNY-25DEC26-B27.5,BUY_YES,2,2,15,15,1.0,,24.534376
2025-12-26 05:02:50.769132,KXHIGHNY-25DEC26-B29.5,BUY_YES,37,37,6,6,1.0,,24.769132
2025-12-26 05:02:54.540865,KXHIGHNY-25DEC26-B29.5,BUY_YES,37,37,5,6,0.8333333333333334,,28.540865
2025-12-26 05:02:57.292297,KXHIGHNY-25DEC26-B29.5,BUY_YES,38,37,5,6,0.8333333333333334,,31.292297
2025-12-26 05:02:58.905554,KXHIGHNY-25DEC26-B29.5,BUY_YES,37,37,4,6,0.6666666666666666,,32.905554
2025-12-26 05:03:06.981011,KXHIGHNY-25DEC26-B29.5,BUY_YES,39,37,4,6,0.6666666666666666,,40.981011
2025-12-26 05:03:12.092819,KXHIGHNY-25DEC26-B29.5,BUY_YES,38,37,4,6,0.6666666666666666,,46.092819
2025-12-26 05:03:25.090953,KXHIGHNY-25DEC26-B29.5,BUY_YES,36,35,4,4,1.0,,2.909047
2025-12-26 05:03:28.210358,KXHIGHNY-25DEC26-B29.5,BUY_YES,35,35,4,4,1.0,,0.210358
2025-12-26 05:04:38.537195,KXHIGHNY-25DEC26-B29.5,BUY_YES,35,35,4,4,1.0,,10.537195
2025-12-26 05:04:43.993222,KXHIGHNY-25DEC26-B29.5,BUY_YES,35,35,3,4,0.75,,15.993222
2025-12-26 05:04:47.313117,KXHIGHNY-25DEC26-B29.5,BUY_YES,36,35,1,4,0.25,,19.313117
2025-12-26 05:05:08.204936,KXHIGHNY-25DEC26-B29.5,BUY_YES,35,35,1,4,0.25,,40.204936000000004
2025-12-26 05:05:29.210649,KXHIGHNY-25DEC26-B29.5,BUY_YES,35,35,1,1,1.0,,1.210649
2025-12-26 05:05:53.993601,KXHIGHNY-25DEC26-T34,BUY_NO,93,93,1,1,1.0,,25.993600999999998
2025-12-26 05:06:11.538429,KXHIGHNY-25DEC26-T34,BUY_NO,93,93,1,1,1.0,,43.538429
2025-12-26 05:17:16.780482,KXHIGHNY-25DEC26-B33.5,BUY_YES,15,15,1,1,1.0,,42.780482
2025-12-26 05:17:21.673132,KXHIGHNY-25DEC26-B33.5,BUY_YES,14,15,3,1,3.0,,47.673132
2025-12-26 05:20:14.888998,KXHIGHNY-25DEC26-B33.5,BUY_YES,14,14,1,1,1.0,,39.888998
2025-12-26 05:36:44.779689,KXHIGHNY-25DEC26-B33.5,BUY_YES,14,14,1,1,1.0,,58.779689
2025-12-26 05:39:03.373311,KXHIGHNY-25DEC26-B33.5,BUY_YES,12,12,1,1,1.0,,14.373311
2025-12-26 06:06:07.784369,KXHIGHNY-25DEC26-B29.5,BUY_YES,29,29,1,1,1.0,,3.784369
2025-12-26 06:08:08.128159,KXHIGHNY-25DEC26-B29.5,BUY_YES,28,28,1,1,1.0,,3.128159
2025-12-26 06:08:13.393428,KXHIGHNY-25DEC26-B29.5,BUY_YES,29,28,1,1,1.0,,8.393428
2025-12-26 06:08:26.157680,KXHIGHNY-25DEC26-B29.5,BUY_YES,28,28,1,1,1.0,,21.15768
2025-12-26 06:18:32.873501,KXHIGHNY-25DEC26-B33.5,BUY_YES,11,11,6,6,1.0,,22.873501
2025-12-26 07:05:05.378613,KXHIGHNY-25DEC26-B31.5,BUY_NO,48,48,1,1,1.0,,32.378613
2025-12-26 07:12:58.740997,KXHIGHNY-25DEC26-B33.5,BUY_YES,12,12,5,5,1.0,,20.740997
2025-12-26 07:13:02.502699,KXHIGHNY-25DEC26-B33.5,BUY_YES,12,12,1,5,0.2,,24.502699
2025-12-26 07:16:09.834659,KXHIGHNY-25DEC27-B35.5,BUY_YES,8,8,1,8,0.125,,29.834659
2025-12-27 05:12:17.066459,KXHIGHNY-25DEC27-B31.5,BUY_NO,15,15,28,28,1.0,,49.066459
2025-12-27 05:12:22.473286,KXHIGHNY-25DEC27-B31.5,BUY_NO,15,15,22,28,0.7857142857142857,,54.473286
2025-12-27 05:14:24.056704,KXHIGHNY-25DEC27-B31.5,BUY_NO,15,15,20,20,1.0,,54.056704
2025-12-27 05:15:06.635824,KXHIGHNY-25DEC27-B31.5,BUY_NO,15,15,17,17,1.0,,35.635824
2025-12-27 05:17:49.209763,KXHIGHNY-25DEC27-B35.5,BUY_YES,4,4,64,64,1.0,,16.209763
2025-12-27 05:17:50.697457,KXHIGHNY-25DEC27-B35.5,BUY_YES,3,4,79,64,1.234375,,17.697457
2025-12-27 05:18:05.351749,KXHIGHNY-25DEC27-T36,BUY_YES,1,1,92,92,1.0,,32.351749
2025-12-27 05:18:07.550676,KXHIGHNY-25DEC27-B35.5,BUY_YES,4,4,29,64,0.453125,,34.550676
2025-12-27 05:18:28.147656,KXHIGHNY-25DEC27-B31.5,BUY_NO,14,13,14,14,1.0,,4.852344
2025-12-27 05:19:08.488547,KXHIGHNY-25DEC27-B31.5,BUY_NO,13,13,14,14,1.0,,35.488547
2025-12-27 05:35:50.492490,KXHIGHNY-25DEC27-B35.5,BUY_YES,4,4,22,22,1.0,,6.49249
2025-12-27 05:35:52.516286,KXHIGHNY-25DEC27-B31.5,BUY_NO,13,13,13,13,1.0,,8.516286000000001
2025-12-27 05:44:05.508466,KXHIGHNY-25DEC27-B35.5,BUY_YES,3,3,36,36,1.0,,14.508466
2025-12-27 05:44:09.317854,KXHIGHNY-25DEC27-B33.5,BUY_YES,15,15,17,17,1.0,,18.317854
2025-12-27 05:47:06.151947,KXHIGHNY-25DEC27-B31.5,BUY_NO,15,15,9,9,1.0,,13.151947
2025-12-27 05:47:51.595683,KXHIGHNY-25DEC27-B31.5,BUY_NO,15,14,9,9,1.0,,2.404317
2025-12-27 05:48:33.742578,KXHIGHNY-25DEC27-B31.5,BUY_NO,14,14,9,9,1.0,,39.742578
2025-12-27 05:48:59.354667,KXHIGHNY-25DEC27-B33.5,BUY_YES,14,14,12,14,0.8571428571428571,,5.354667
2025-12-27 05:57:03.626373,KXHIGHNY-25DEC27-B33.5,BUY_YES,15,15,10,13,0.7692307692307693,,3.626373
2025-12-27 05:57:11.707311,KXHIGHNY-25DEC27-B35.5,BUY_YES,3,3,3,24,0.125,,11.707311
