event_ticker,event_title,market_ticker,subtitle,status,result,last_price,volume,close_time,category
KXHIGHNY-25JUN14,"Highest temperature in NYC on Jun 14, 2025?",KXHIGHNY-25JUN14-T72,73° or above,finalized,no,1,530,2025-06-15T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN14,"Highest temperature in NYC on Jun 14, 2025?",KXHIGHNY-25JUN14-B71.5,71° to 72°,finalized,no,1,2240,2025-06-15T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN14,"Highest temperature in NYC on Jun 14, 2025?",KXHIGHNY-25JUN14-B69.5,69° to 70°,finalized,no,2,6319,2025-06-15T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN14,"Highest temperature in NYC on Jun 14, 2025?",KXHIGHNY-25JUN14-B67.5,67° to 68°,finalized,yes,99,9479,2025-06-15T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN14,"Highest temperature in NYC on Jun 14, 2025?",KXHIGHNY-25JUN14-B65.5,65° to 66°,finalized,no,1,5978,2025-06-15T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN14,"Highest temperature in NYC on Jun 14, 2025?",KXHIGHNY-25JUN14-T65,64° or below,finalized,no,1,5323,2025-06-15T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN13,"Highest temperature in NYC on Jun 13, 2025?",KXHIGHNY-25JUN13-T83,84° or above,finalized,no,1,1534,2025-06-14T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN13,"Highest temperature in NYC on Jun 13, 2025?",KXHIGHNY-25JUN13-B82.5,82° to 83°,finalized,no,1,5907,2025-06-14T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN13,"Highest temperature in NYC on Jun 13, 2025?",KXHIGHNY-25JUN13-T76,75° or below,finalized,no,1,2968,2025-06-14T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN13,"Highest temperature in NYC on Jun 13, 2025?",KXHIGHNY-25JUN13-B80.5,80° to 81°,finalized,no,1,8619,2025-06-14T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN13,"Highest temperature in NYC on Jun 13, 2025?",KXHIGHNY-25JUN13-B78.5,78° to 79°,finalized,yes,99,13572,2025-06-14T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN13,"Highest temperature in NYC on Jun 13, 2025?",KXHIGHNY-25JUN13-B76.5,76° to 77°,finalized,no,1,14222,2025-06-14T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN12,"Highest temperature in NYC on Jun 12, 2025?",KXHIGHNY-25JUN12-T92,93° or above,finalized,no,1,4575,2025-06-13T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN12,"Highest temperature in NYC on Jun 12, 2025?",KXHIGHNY-25JUN12-B91.5,91° to 92°,finalized,no,1,9682,2025-06-13T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN12,"Highest temperature in NYC on Jun 12, 2025?",KXHIGHNY-25JUN12-T85,84° or below,finalized,no,1,5957,2025-06-13T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN12,"Highest temperature in NYC on Jun 12, 2025?",KXHIGHNY-25JUN12-B89.5,89° to 90°,finalized,no,1,27534,2025-06-13T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN12,"Highest temperature in NYC on Jun 12, 2025?",KXHIGHNY-25JUN12-B87.5,87° to 88°,finalized,yes,99,21888,2025-06-13T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN12,"Highest temperature in NYC on Jun 12, 2025?",KXHIGHNY-25JUN12-B85.5,85° to 86°,finalized,no,1,41492,2025-06-13T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN11,"Highest temperature in NYC on Jun 11, 2025?",KXHIGHNY-25JUN11-T89,90° or above,finalized,no,1,100,2025-06-12T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN11,"Highest temperature in NYC on Jun 11, 2025?",KXHIGHNY-25JUN11-B88.5,88° to 89°,finalized,no,1,350,2025-06-12T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN11,"Highest temperature in NYC on Jun 11, 2025?",KXHIGHNY-25JUN11-B86.5,86° to 87°,finalized,no,1,3171,2025-06-12T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN11,"Highest temperature in NYC on Jun 11, 2025?",KXHIGHNY-25JUN11-B84.5,84° to 85°,finalized,no,1,6947,2025-06-12T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN11,"Highest temperature in NYC on Jun 11, 2025?",KXHIGHNY-25JUN11-T82,81° or below,finalized,yes,99,26255,2025-06-12T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN11,"Highest temperature in NYC on Jun 11, 2025?",KXHIGHNY-25JUN11-B82.5,82° to 83°,finalized,no,1,14363,2025-06-12T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN10,"Highest temperature in NYC on Jun 10, 2025?",KXHIGHNY-25JUN10-T82,83° or above,finalized,no,1,684,2025-06-11T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN10,"Highest temperature in NYC on Jun 10, 2025?",KXHIGHNY-25JUN10-B81.5,81° to 82°,finalized,no,1,206,2025-06-11T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN10,"Highest temperature in NYC on Jun 10, 2025?",KXHIGHNY-25JUN10-B79.5,79° to 80°,finalized,no,1,4168,2025-06-11T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN10,"Highest temperature in NYC on Jun 10, 2025?",KXHIGHNY-25JUN10-B77.5,77° to 78°,finalized,no,1,12772,2025-06-11T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN10,"Highest temperature in NYC on Jun 10, 2025?",KXHIGHNY-25JUN10-T75,74° or below,finalized,yes,99,30227,2025-06-11T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN10,"Highest temperature in NYC on Jun 10, 2025?",KXHIGHNY-25JUN10-B75.5,75° to 76°,finalized,no,1,17996,2025-06-11T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN09,"Highest temperature in NYC on Jun 9, 2025?",KXHIGHNY-25JUN09-T76,77° or above,finalized,no,1,405,2025-06-10T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN09,"Highest temperature in NYC on Jun 9, 2025?",KXHIGHNY-25JUN09-T69,68° or below,finalized,yes,99,9743,2025-06-10T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN09,"Highest temperature in NYC on Jun 9, 2025?",KXHIGHNY-25JUN09-B75.5,75° to 76°,finalized,no,1,457,2025-06-10T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN09,"Highest temperature in NYC on Jun 9, 2025?",KXHIGHNY-25JUN09-B73.5,73° to 74°,finalized,no,1,296,2025-06-10T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN09,"Highest temperature in NYC on Jun 9, 2025?",KXHIGHNY-25JUN09-B71.5,71° to 72°,finalized,no,1,1328,2025-06-10T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN09,"Highest temperature in NYC on Jun 9, 2025?",KXHIGHNY-25JUN09-B69.5,69° to 70°,finalized,no,1,5429,2025-06-10T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN08,"Highest temperature in NYC on Jun 8, 2025?",KXHIGHNY-25JUN08-T81,82° or above,finalized,no,1,1208,2025-06-09T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN08,"Highest temperature in NYC on Jun 8, 2025?",KXHIGHNY-25JUN08-B80.5,80° to 81°,finalized,no,1,523,2025-06-09T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN08,"Highest temperature in NYC on Jun 8, 2025?",KXHIGHNY-25JUN08-T74,73° or below,finalized,no,1,27841,2025-06-09T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN08,"Highest temperature in NYC on Jun 8, 2025?",KXHIGHNY-25JUN08-B78.5,78° to 79°,finalized,no,1,2124,2025-06-09T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN08,"Highest temperature in NYC on Jun 8, 2025?",KXHIGHNY-25JUN08-B76.5,76° to 77°,finalized,yes,99,8830,2025-06-09T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN08,"Highest temperature in NYC on Jun 8, 2025?",KXHIGHNY-25JUN08-B74.5,74° to 75°,finalized,no,1,10431,2025-06-09T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN07,"Highest temperature in NYC on Jun 7, 2025?",KXHIGHNY-25JUN07-T84,85° or above,finalized,no,1,393,2025-06-08T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN07,"Highest temperature in NYC on Jun 7, 2025?",KXHIGHNY-25JUN07-B83.5,83° to 84°,finalized,no,1,191,2025-06-08T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN07,"Highest temperature in NYC on Jun 7, 2025?",KXHIGHNY-25JUN07-B81.5,81° to 82°,finalized,no,1,1383,2025-06-08T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN07,"Highest temperature in NYC on Jun 7, 2025?",KXHIGHNY-25JUN07-B79.5,79° to 80°,finalized,no,3,2912,2025-06-08T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN07,"Highest temperature in NYC on Jun 7, 2025?",KXHIGHNY-25JUN07-B77.5,77° to 78°,finalized,no,1,9520,2025-06-08T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN07,"Highest temperature in NYC on Jun 7, 2025?",KXHIGHNY-25JUN07-T77,76° or below,finalized,yes,99,21760,2025-06-08T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN06,"Highest temperature in NYC on Jun 6, 2025?",KXHIGHNY-25JUN06-T88,89° or above,finalized,no,1,3360,2025-06-07T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN06,"Highest temperature in NYC on Jun 6, 2025?",KXHIGHNY-25JUN06-T81,80° or below,finalized,no,1,1207,2025-06-07T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN06,"Highest temperature in NYC on Jun 6, 2025?",KXHIGHNY-25JUN06-B87.5,87° to 88°,finalized,no,1,9900,2025-06-07T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN06,"Highest temperature in NYC on Jun 6, 2025?",KXHIGHNY-25JUN06-B85.5,85° to 86°,finalized,no,1,20064,2025-06-07T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN06,"Highest temperature in NYC on Jun 6, 2025?",KXHIGHNY-25JUN06-B83.5,83° to 84°,finalized,yes,99,18926,2025-06-07T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN06,"Highest temperature in NYC on Jun 6, 2025?",KXHIGHNY-25JUN06-B81.5,81° to 82°,finalized,no,1,5974,2025-06-07T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN05,"Highest temperature in NYC on Jun 5, 2025?",KXHIGHNY-25JUN05-T91,92° or above,finalized,no,1,3848,2025-06-06T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN05,"Highest temperature in NYC on Jun 5, 2025?",KXHIGHNY-25JUN05-T84,83° or below,finalized,no,1,4992,2025-06-06T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN05,"Highest temperature in NYC on Jun 5, 2025?",KXHIGHNY-25JUN05-B90.5,90° to 91°,finalized,no,1,10091,2025-06-06T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN05,"Highest temperature in NYC on Jun 5, 2025?",KXHIGHNY-25JUN05-B88.5,88° to 89°,finalized,no,1,16112,2025-06-06T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN05,"Highest temperature in NYC on Jun 5, 2025?",KXHIGHNY-25JUN05-B86.5,86° to 87°,finalized,yes,99,31619,2025-06-06T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN05,"Highest temperature in NYC on Jun 5, 2025?",KXHIGHNY-25JUN05-B84.5,84° to 85°,finalized,no,1,9795,2025-06-06T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN04,"Highest temperature in NYC on Jun 4, 2025?",KXHIGHNY-25JUN04-T89,90° or above,finalized,no,1,142,2025-06-05T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN04,"Highest temperature in NYC on Jun 4, 2025?",KXHIGHNY-25JUN04-T82,81° or below,finalized,no,1,7579,2025-06-05T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN04,"Highest temperature in NYC on Jun 4, 2025?",KXHIGHNY-25JUN04-B88.5,88° to 89°,finalized,no,1,259,2025-06-05T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN04,"Highest temperature in NYC on Jun 4, 2025?",KXHIGHNY-25JUN04-B86.5,86° to 87°,finalized,no,1,7164,2025-06-05T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN04,"Highest temperature in NYC on Jun 4, 2025?",KXHIGHNY-25JUN04-B84.5,84° to 85°,finalized,no,1,12307,2025-06-05T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN04,"Highest temperature in NYC on Jun 4, 2025?",KXHIGHNY-25JUN04-B82.5,82° to 83°,finalized,yes,96,14835,2025-06-05T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN03,"Highest temperature in NYC on Jun 3, 2025?",KXHIGHNY-25JUN03-T85,86° or above,finalized,no,3,346,2025-06-04T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN03,"Highest temperature in NYC on Jun 3, 2025?",KXHIGHNY-25JUN03-B84.5,84° to 85°,finalized,no,1,376,2025-06-04T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN03,"Highest temperature in NYC on Jun 3, 2025?",KXHIGHNY-25JUN03-B82.5,82° to 83°,finalized,no,1,6681,2025-06-04T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN03,"Highest temperature in NYC on Jun 3, 2025?",KXHIGHNY-25JUN03-B80.5,80° to 81°,finalized,no,2,27475,2025-06-04T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN03,"Highest temperature in NYC on Jun 3, 2025?",KXHIGHNY-25JUN03-B78.5,78° to 79°,finalized,yes,99,11938,2025-06-04T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN03,"Highest temperature in NYC on Jun 3, 2025?",KXHIGHNY-25JUN03-T78,77° or below,finalized,no,1,27111,2025-06-04T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN02,"Highest temperature in NYC on Jun 2, 2025?",KXHIGHNY-25JUN02-T79,80° or above,finalized,no,7,464,2025-06-03T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN02,"Highest temperature in NYC on Jun 2, 2025?",KXHIGHNY-25JUN02-B78.5,78° to 79°,finalized,no,5,1494,2025-06-03T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN02,"Highest temperature in NYC on Jun 2, 2025?",KXHIGHNY-25JUN02-B76.5,76° to 77°,finalized,no,1,5325,2025-06-03T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN02,"Highest temperature in NYC on Jun 2, 2025?",KXHIGHNY-25JUN02-B74.5,74° to 75°,finalized,no,1,11774,2025-06-03T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN02,"Highest temperature in NYC on Jun 2, 2025?",KXHIGHNY-25JUN02-T72,71° or below,finalized,yes,99,35537,2025-06-03T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN02,"Highest temperature in NYC on Jun 2, 2025?",KXHIGHNY-25JUN02-B72.5,72° to 73°,finalized,no,1,14777,2025-06-03T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN01,"Highest temperature in NYC on Jun 1, 2025?",KXHIGHNY-25JUN01-T73,74° or above,finalized,no,1,817,2025-06-02T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN01,"Highest temperature in NYC on Jun 1, 2025?",KXHIGHNY-25JUN01-T66,65° or below,finalized,no,1,46682,2025-06-02T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN01,"Highest temperature in NYC on Jun 1, 2025?",KXHIGHNY-25JUN01-B72.5,72° to 73°,finalized,no,4,543,2025-06-02T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN01,"Highest temperature in NYC on Jun 1, 2025?",KXHIGHNY-25JUN01-B70.5,70° to 71°,finalized,no,1,3548,2025-06-02T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN01,"Highest temperature in NYC on Jun 1, 2025?",KXHIGHNY-25JUN01-B68.5,68° to 69°,finalized,no,1,11930,2025-06-02T03:59:00Z,Climate and Weather
KXHIGHNY-25JUN01,"Highest temperature in NYC on Jun 1, 2025?",KXHIGHNY-25JUN01-B66.5,66° to 67°,finalized,yes,99,18706,2025-06-02T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY31,"Highest temperature in NYC on May 31, 2025?",KXHIGHNY-25MAY31-T75,76° or above,finalized,no,1,720,2025-06-01T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY31,"Highest temperature in NYC on May 31, 2025?",KXHIGHNY-25MAY31-T68,67° or below,finalized,yes,99,22534,2025-06-01T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY31,"Highest temperature in NYC on May 31, 2025?",KXHIGHNY-25MAY31-B74.5,74° to 75°,finalized,no,1,360,2025-06-01T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY31,"Highest temperature in NYC on May 31, 2025?",KXHIGHNY-25MAY31-B72.5,72° to 73°,finalized,no,1,6532,2025-06-01T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY31,"Highest temperature in NYC on May 31, 2025?",KXHIGHNY-25MAY31-B70.5,70° to 71°,finalized,no,1,12706,2025-06-01T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY31,"Highest temperature in NYC on May 31, 2025?",KXHIGHNY-25MAY31-B68.5,68° to 69°,finalized,no,1,16813,2025-06-01T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY30,"Highest temperature in NYC on May 30, 2025?",KXHIGHNY-25MAY30-T80,81° or above,finalized,no,1,448,2025-05-31T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY30,"Highest temperature in NYC on May 30, 2025?",KXHIGHNY-25MAY30-B79.5,79° to 80°,finalized,no,1,1695,2025-05-31T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY30,"Highest temperature in NYC on May 30, 2025?",KXHIGHNY-25MAY30-B77.5,77° to 78°,finalized,no,1,12638,2025-05-31T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY30,"Highest temperature in NYC on May 30, 2025?",KXHIGHNY-25MAY30-B75.5,75° to 76°,finalized,yes,99,31276,2025-05-31T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY30,"Highest temperature in NYC on May 30, 2025?",KXHIGHNY-25MAY30-B73.5,73° to 74°,finalized,no,1,29217,2025-05-31T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY30,"Highest temperature in NYC on May 30, 2025?",KXHIGHNY-25MAY30-T73,72° or below,finalized,no,1,14274,2025-05-31T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY29,"Highest temperature in NYC on May 29, 2025?",KXHIGHNY-25MAY29-T75,76° or above,finalized,no,2,175,2025-05-30T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY29,"Highest temperature in NYC on May 29, 2025?",KXHIGHNY-25MAY29-B74.5,74° to 75°,finalized,no,1,2688,2025-05-30T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY29,"Highest temperature in NYC on May 29, 2025?",KXHIGHNY-25MAY29-B72.5,72° to 73°,finalized,no,1,12401,2025-05-30T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY29,"Highest temperature in NYC on May 29, 2025?",KXHIGHNY-25MAY29-B70.5,70° to 71°,finalized,no,1,21345,2025-05-30T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY29,"Highest temperature in NYC on May 29, 2025?",KXHIGHNY-25MAY29-T68,67° or below,finalized,yes,99,77316,2025-05-30T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY29,"Highest temperature in NYC on May 29, 2025?",KXHIGHNY-25MAY29-B68.5,68° to 69°,finalized,no,1,38939,2025-05-30T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY28,"Highest temperature in NYC on May 28, 2025?",KXHIGHNY-25MAY28-T69,70° or above,finalized,no,1,8737,2025-05-29T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY28,"Highest temperature in NYC on May 28, 2025?",KXHIGHNY-25MAY28-T62,61° or below,finalized,no,1,753,2025-05-29T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY28,"Highest temperature in NYC on May 28, 2025?",KXHIGHNY-25MAY28-B68.5,68° to 69°,finalized,no,1,11573,2025-05-29T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY28,"Highest temperature in NYC on May 28, 2025?",KXHIGHNY-25MAY28-B66.5,66° to 67°,finalized,no,1,13212,2025-05-29T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY28,"Highest temperature in NYC on May 28, 2025?",KXHIGHNY-25MAY28-B64.5,64° to 65°,finalized,yes,99,21178,2025-05-29T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY28,"Highest temperature in NYC on May 28, 2025?",KXHIGHNY-25MAY28-B62.5,62° to 63°,finalized,no,1,8291,2025-05-29T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY27,"Highest temperature in NYC on May 27, 2025?",KXHIGHNY-25MAY27-T78,79° or above,finalized,no,1,4436,2025-05-28T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY27,"Highest temperature in NYC on May 27, 2025?",KXHIGHNY-25MAY27-T71,70° or below,finalized,no,1,630,2025-05-28T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY27,"Highest temperature in NYC on May 27, 2025?",KXHIGHNY-25MAY27-B77.5,77° to 78°,finalized,no,1,9863,2025-05-28T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY27,"Highest temperature in NYC on May 27, 2025?",KXHIGHNY-25MAY27-B75.5,75° to 76°,finalized,no,1,9259,2025-05-28T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY27,"Highest temperature in NYC on May 27, 2025?",KXHIGHNY-25MAY27-B73.5,73° to 74°,finalized,yes,99,15160,2025-05-28T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY27,"Highest temperature in NYC on May 27, 2025?",KXHIGHNY-25MAY27-B71.5,71° to 72°,finalized,no,1,2853,2025-05-28T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY26,"Highest temperature in NYC on May 26, 2025?",KXHIGHNY-25MAY26-T75,76° or above,finalized,no,1,2380,2025-05-27T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY26,"Highest temperature in NYC on May 26, 2025?",KXHIGHNY-25MAY26-B74.5,74° to 75°,finalized,no,1,15609,2025-05-27T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY26,"Highest temperature in NYC on May 26, 2025?",KXHIGHNY-25MAY26-B72.5,72° to 73°,finalized,yes,99,11623,2025-05-27T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY26,"Highest temperature in NYC on May 26, 2025?",KXHIGHNY-25MAY26-B70.5,70° to 71°,finalized,no,1,13868,2025-05-27T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY26,"Highest temperature in NYC on May 26, 2025?",KXHIGHNY-25MAY26-B68.5,68° to 69°,finalized,no,1,2914,2025-05-27T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY26,"Highest temperature in NYC on May 26, 2025?",KXHIGHNY-25MAY26-T68,67° or below,finalized,no,1,242,2025-05-27T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY25,"Highest temperature in NYC on May 25, 2025?",KXHIGHNY-25MAY25-T72,73° or above,finalized,no,0,0,2025-05-26T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY25,"Highest temperature in NYC on May 25, 2025?",KXHIGHNY-25MAY25-T65,64° or below,finalized,no,1,4269,2025-05-26T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY25,"Highest temperature in NYC on May 25, 2025?",KXHIGHNY-25MAY25-B71.5,71° to 72°,finalized,no,1,1675,2025-05-26T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY25,"Highest temperature in NYC on May 25, 2025?",KXHIGHNY-25MAY25-B69.5,69° to 70°,finalized,no,1,9514,2025-05-26T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY25,"Highest temperature in NYC on May 25, 2025?",KXHIGHNY-25MAY25-B67.5,67° to 68°,finalized,no,1,7467,2025-05-26T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY25,"Highest temperature in NYC on May 25, 2025?",KXHIGHNY-25MAY25-B65.5,65° to 66°,finalized,yes,98,11095,2025-05-26T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY24,"Highest temperature in NYC on May 24, 2025?",KXHIGHNY-25MAY24-T69,70° or above,finalized,no,2,69,2025-05-25T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY24,"Highest temperature in NYC on May 24, 2025?",KXHIGHNY-25MAY24-T62,61° or below,finalized,no,1,16017,2025-05-25T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY24,"Highest temperature in NYC on May 24, 2025?",KXHIGHNY-25MAY24-B68.5,68° to 69°,finalized,no,3,340,2025-05-25T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY24,"Highest temperature in NYC on May 24, 2025?",KXHIGHNY-25MAY24-B66.5,66° to 67°,finalized,no,1,8293,2025-05-25T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY24,"Highest temperature in NYC on May 24, 2025?",KXHIGHNY-25MAY24-B64.5,64° to 65°,finalized,yes,99,14585,2025-05-25T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY24,"Highest temperature in NYC on May 24, 2025?",KXHIGHNY-25MAY24-B62.5,62° to 63°,finalized,no,1,16747,2025-05-25T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY23,"Highest temperature in NYC on May 23, 2025?",KXHIGHNY-25MAY23-T63,64° or above,finalized,no,1,16973,2025-05-24T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY23,"Highest temperature in NYC on May 23, 2025?",KXHIGHNY-25MAY23-T56,55° or below,finalized,no,1,2769,2025-05-24T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY23,"Highest temperature in NYC on May 23, 2025?",KXHIGHNY-25MAY23-B62.5,62° to 63°,finalized,yes,99,14593,2025-05-24T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY23,"Highest temperature in NYC on May 23, 2025?",KXHIGHNY-25MAY23-B60.5,60° to 61°,finalized,no,1,46320,2025-05-24T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY23,"Highest temperature in NYC on May 23, 2025?",KXHIGHNY-25MAY23-B58.5,58° to 59°,finalized,no,1,12777,2025-05-24T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY23,"Highest temperature in NYC on May 23, 2025?",KXHIGHNY-25MAY23-B56.5,56° to 57°,finalized,no,1,6322,2025-05-24T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY22,"Highest temperature in NYC on May 22, 2025?",KXHIGHNY-25MAY22-T58,59° or above,finalized,no,3,1052,2025-05-23T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY22,"Highest temperature in NYC on May 22, 2025?",KXHIGHNY-25MAY22-B57.5,57° to 58°,finalized,no,1,1656,2025-05-23T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY22,"Highest temperature in NYC on May 22, 2025?",KXHIGHNY-25MAY22-T51,50° or below,finalized,no,1,7149,2025-05-23T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY22,"Highest temperature in NYC on May 22, 2025?",KXHIGHNY-25MAY22-B55.5,55° to 56°,finalized,no,1,4945,2025-05-23T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY22,"Highest temperature in NYC on May 22, 2025?",KXHIGHNY-25MAY22-B53.5,53° to 54°,finalized,no,2,11423,2025-05-23T03:59:00Z,Climate and Weather
KXHIGHNY-25MAY22,"Highest temperature in NYC on May 22, 2025?",KXHIGHNY-25MAY22-B51.5,51° to 52°,finalized,yes,98,10337,2025-05-23T03:59:00Z,Climate and Weather
