time,action,ticker,price,qty,cost,capital_after,strategy
2025-12-16 09:05:28.942020,BUY_NO,KXHIGHNY-25DEC17-B45.5,68,7,4.870000000000001,5.129999999999999,Safe Baseline (Wait 120m | Risk 50%)
2025-12-16 09:05:28.942020,BUY_NO,KXHIGHNY-25DEC17-B45.5,68,3,2.09,7.91,Diversified (Split | Risk 50%)
2025-12-16 09:05:28.942020,BUY_NO,KXHIGHNY-25DEC17-B43.5,64,2,1.32,6.59,Diversified (Split | Risk 50%)
2025-12-16 09:05:28.942020,BUY_NO,KXHIGHNY-25DEC17-B43.5,64,7,4.6000000000000005,5.3999999999999995,Sniper: Cheapest (Risk 50%)
2025-12-16 09:05:28.942020,BUY_NO,KXHIGHNY-25DEC17-B45.5,68,7,4.870000000000001,5.129999999999999,Sniper: Expensive (Risk 50%)
2025-12-16 09:05:28.942020,BUY_NO,KXHIGHNY-25DEC17-B45.5,68,7,4.870000000000001,5.129999999999999,Sniper: Median (Risk 50%)
