time,action,ticker,price,qty,fee,cost,source,spread,capital_after,slippage,mid_at_fill,note
2025-12-05 15:41:45.316586,BUY_NO,KXHIGHNY-25DEC05-B32.5,42.0,11,0.19,4.8100000000000005,MM,1.0,846.03,0.5,58.5,
2025-12-05 15:51:31.549282,BUY_NO,KXHIGHNY-25DEC05-B32.5,39.0,12,0.2,4.88,MM,2.0,841.15,2.0,63.0,
2025-12-05 15:53:22.157047,BUY_NO,KXHIGHNY-25DEC05-B32.5,37.0,43,0.71,16.62,MM,1.0,824.53,0.5,63.5,
2025-12-05 15:53:30.455359,BUY_NO,KXHIGHNY-25DEC05-B32.5,37.0,29,0.48,11.21,MM,7.0,813.3199999999999,3.5,66.5,
2025-12-05 15:53:30.789202,BUY_NO,KXHIGHNY-25DEC05-B32.5,37.0,20,0.33,7.73,MM,1.0,805.5899999999999,0.5,63.5,
2025-12-05 15:53:31.026447,BUY_NO,KXHIGHNY-25DEC05-B32.5,37.0,13,0.22,5.029999999999999,MM,2.0,800.56,1.0,64.0,
2025-12-05 15:53:31.110261,BUY_NO,KXHIGHNY-25DEC05-B32.5,37.0,7,0.12,2.71,MM,1.0,797.8499999999999,0.5,63.5,
2025-12-05 15:55:28.126037,BUY_NO,KXHIGHNY-25DEC05-B32.5,34.0,27,0.43,9.610000000000001,MM,5.0,788.2399999999999,2.5,68.5,
2025-12-05 15:55:38.472947,BUY_NO,KXHIGHNY-25DEC05-B32.5,33.0,34,0.53,11.75,MM,3.0,776.4899999999999,2.5,69.5,
2025-12-05 15:55:40.726088,BUY_NO,KXHIGHNY-25DEC05-B32.5,32.0,39,0.6,13.08,MM,7.0,763.4099999999999,3.5,71.5,
2025-12-05 15:56:50.985846,BUY_NO,KXHIGHNY-25DEC05-B32.5,30.0,59,0.87,18.57,MM,8.0,744.8399999999998,4.0,74.0,
2025-12-05 15:57:55.561885,BUY_NO,KXHIGHNY-25DEC05-B32.5,31.0,27,0.41,8.78,MM,8.0,736.0599999999998,4.0,73.0,
2025-12-05 15:58:25.723534,BUY_NO,KXHIGHNY-25DEC05-B32.5,29.0,46,0.67,14.01,MM,3.0,722.0499999999998,1.5,72.5,
2025-12-05 15:58:27.268997,BUY_NO,KXHIGHNY-25DEC05-B32.5,29.0,35,0.51,10.659999999999998,MM,7.0,711.3899999999999,3.5,74.5,
2025-12-05 15:58:32.896284,BUY_NO,KXHIGHNY-25DEC05-B32.5,29.0,27,0.39,8.219999999999999,MM,5.0,703.1699999999998,2.5,73.5,
2025-12-05 15:58:50.898943,BUY_NO,KXHIGHNY-25DEC05-B32.5,30.0,9,0.14,2.84,MM,12.0,700.3299999999998,6.0,76.0,
2025-12-05 16:06:11.445735,BUY_NO,KXHIGHNY-25DEC05-B32.5,22.0,5,0.07,1.1700000000000002,MM,2.0,699.1599999999999,1.0,79.0,
2025-12-05 16:06:13.728485,BUY_NO,KXHIGHNY-25DEC05-B32.5,21.0,14,0.17,3.11,MM,2.0,696.0499999999998,1.0,80.0,
2025-12-05 16:06:13.728756,BUY_NO,KXHIGHNY-25DEC05-B32.5,21.0,10,0.12,2.22,MM,1.0,693.8299999999998,0.5,79.5,
2025-12-05 16:06:15.378624,BUY_NO,KXHIGHNY-25DEC05-B32.5,21.0,6,0.07,1.33,MM,2.0,692.4999999999998,1.0,80.0,
2025-12-05 16:06:15.378928,BUY_NO,KXHIGHNY-25DEC05-B32.5,21.0,3,0.04,0.67,MM,1.0,691.8299999999998,1.5,80.5,
2025-12-05 16:06:17.367567,BUY_NO,KXHIGHNY-25DEC05-B32.5,20.0,2,0.03,0.43000000000000005,MM,2.0,691.3999999999999,1.0,81.0,
2025-12-05 16:09:47.620574,BUY_NO,KXHIGHNY-25DEC05-B30.5,74.0,8,0.11,6.03,MM,6.0,685.3699999999999,3.0,29.0,
2025-12-05 16:34:21.662008,BUY_NO,KXHIGHNY-25DEC05-B30.5,50.0,38,0.67,19.67,MM,2.0,665.6999999999999,1.0,51.0,
2025-12-05 16:34:21.794385,BUY_NO,KXHIGHNY-25DEC05-B30.5,50.0,34,0.6,17.6,MM,1.0,648.0999999999999,0.5,50.5,
2025-12-05 16:34:22.452254,BUY_NO,KXHIGHNY-25DEC05-B30.5,53.0,29,0.51,15.88,MM,3.0,632.2199999999999,2.5,49.5,
2025-12-05 16:34:22.892583,BUY_NO,KXHIGHNY-25DEC05-B30.5,52.0,27,0.48,14.520000000000001,MM,2.0,617.6999999999999,1.0,49.0,
2025-12-05 16:34:24.917476,BUY_NO,KXHIGHNY-25DEC05-B30.5,52.0,25,0.44,13.44,MM,3.0,604.2599999999999,1.5,49.5,
