timestamp,ticker,yes_bid,yes_ask,no_bid,no_ask,last_price,open_interest,volume,liquidity
2025-11-24T23:06:38.674866+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2479342
2025-11-24T23:07:38.825412+00:00,KXHIGHNY-25NOV25-T59,5,8,92,95,3,214,227,181607
2025-11-24T23:07:38.825412+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,1,219,219,123304
2025-11-24T23:07:38.825412+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,18,602,645,298553
2025-11-24T23:07:38.825412+00:00,KXHIGHNY-25NOV25-B56.5,32,33,67,68,33,1653,2103,362839
2025-11-24T23:07:38.825412+00:00,KXHIGHNY-25NOV25-B54.5,37,39,61,63,42,4269,4888,1060406
2025-11-24T23:07:38.825412+00:00,KXHIGHNY-25NOV25-B52.5,7,8,92,93,9,1468,1782,234414
2025-11-24T23:07:38.825412+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,281231
2025-11-24T23:07:38.825412+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2406891
2025-11-24T23:07:38.825412+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,32182
2025-11-24T23:07:38.825412+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,302307
2025-11-24T23:07:38.825412+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38900,247667
2025-11-24T23:07:38.825412+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683342
2025-11-24T23:08:38.891000+00:00,KXHIGHNY-25NOV25-T59,6,7,93,94,3,214,227,439986
2025-11-24T23:08:38.891000+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,1,219,219,371828
2025-11-24T23:08:38.891000+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,18,602,645,760225
2025-11-24T23:08:38.891000+00:00,KXHIGHNY-25NOV25-B56.5,32,33,67,68,33,1653,2103,802080
2025-11-24T23:08:38.891000+00:00,KXHIGHNY-25NOV25-B54.5,39,44,56,61,38,4272,4914,1051522
2025-11-24T23:08:38.891000+00:00,KXHIGHNY-25NOV25-B52.5,7,10,90,93,10,1599,1939,447811
2025-11-24T23:08:38.891000+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:08:38.891000+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:08:38.891000+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:08:38.891000+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:08:38.891000+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38900,247667
2025-11-24T23:08:38.891000+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683735
2025-11-24T23:09:39.022519+00:00,KXHIGHNY-25NOV25-T59,6,7,93,94,3,214,227,439986
2025-11-24T23:09:39.022519+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,1,219,219,326612
2025-11-24T23:09:39.022519+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,18,602,645,760389
2025-11-24T23:09:39.022519+00:00,KXHIGHNY-25NOV25-B56.5,32,33,67,68,33,1653,2103,800526
2025-11-24T23:09:39.022519+00:00,KXHIGHNY-25NOV25-B54.5,39,44,56,61,38,4272,4914,1051522
2025-11-24T23:09:39.022519+00:00,KXHIGHNY-25NOV25-B52.5,7,10,90,93,10,1599,1939,461136
2025-11-24T23:09:39.022519+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:09:39.022519+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:09:39.022519+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:09:39.022519+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:09:39.022519+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38900,247667
2025-11-24T23:09:39.022519+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683735
2025-11-24T23:10:39.088745+00:00,KXHIGHNY-25NOV25-T59,6,7,93,94,3,214,227,438986
2025-11-24T23:10:39.088745+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,1,219,219,371694
2025-11-24T23:10:39.088745+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,18,602,645,760357
2025-11-24T23:10:39.088745+00:00,KXHIGHNY-25NOV25-B56.5,32,33,67,68,33,1653,2103,800391
2025-11-24T23:10:39.088745+00:00,KXHIGHNY-25NOV25-B54.5,39,43,57,61,38,4272,4914,1051370
2025-11-24T23:10:39.088745+00:00,KXHIGHNY-25NOV25-B52.5,9,10,90,91,10,1599,1939,454255
2025-11-24T23:10:39.088745+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
