timestamp,ticker,yes_bid,yes_ask,no_bid,no_ask,last_price,open_interest,volume,liquidity
2025-11-24T23:10:39.088745+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:10:39.088745+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:10:39.088745+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:10:39.088745+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38900,247667
2025-11-24T23:10:39.088745+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683735
2025-11-24T23:11:39.300983+00:00,KXHIGHNY-25NOV25-T59,6,7,93,94,3,214,227,438986
2025-11-24T23:11:39.300983+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,1,219,219,324894
2025-11-24T23:11:39.300983+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,18,602,645,760389
2025-11-24T23:11:39.300983+00:00,KXHIGHNY-25NOV25-B56.5,32,33,67,68,33,1653,2103,800314
2025-11-24T23:11:39.300983+00:00,KXHIGHNY-25NOV25-B54.5,39,43,57,61,38,4272,4914,1051410
2025-11-24T23:11:39.300983+00:00,KXHIGHNY-25NOV25-B52.5,9,10,90,91,10,1599,1939,446580
2025-11-24T23:11:39.300983+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:11:39.300983+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:11:39.300983+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:11:39.300983+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:11:39.300983+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38900,247667
2025-11-24T23:11:39.300983+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683342
2025-11-24T23:12:39.338495+00:00,KXHIGHNY-25NOV25-T59,3,6,94,97,2,231,260,178664
2025-11-24T23:12:39.338495+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,121011
2025-11-24T23:12:39.338495+00:00,KXHIGHNY-25NOV25-B58.5,13,20,80,87,21,620,663,311792
2025-11-24T23:12:39.338495+00:00,KXHIGHNY-25NOV25-B56.5,32,33,67,68,32,1671,2121,366683
2025-11-24T23:12:39.338495+00:00,KXHIGHNY-25NOV25-B54.5,39,46,54,61,39,4273,4932,574103
2025-11-24T23:12:39.338495+00:00,KXHIGHNY-25NOV25-B52.5,9,10,90,91,9,1601,1957,232222
2025-11-24T23:12:39.338495+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,43431
2025-11-24T23:12:39.338495+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2406891
2025-11-24T23:12:39.338495+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,32182
2025-11-24T23:12:39.338495+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,65907
2025-11-24T23:12:39.338495+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38900,38057
2025-11-24T23:12:39.338495+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2479342
2025-11-24T23:13:39.481078+00:00,KXHIGHNY-25NOV25-T59,3,6,94,97,2,231,260,437119
2025-11-24T23:13:39.481078+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,332131
2025-11-24T23:13:39.481078+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,20,640,683,741162
2025-11-24T23:13:39.481078+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,773725
2025-11-24T23:13:39.481078+00:00,KXHIGHNY-25NOV25-B54.5,35,39,61,65,39,4278,5006,1054560
2025-11-24T23:13:39.481078+00:00,KXHIGHNY-25NOV25-B52.5,7,8,92,93,9,1615,1982,486669
2025-11-24T23:13:39.481078+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:13:39.481078+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:13:39.481078+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:13:39.481078+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:13:39.481078+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38900,247667
2025-11-24T23:13:39.481078+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683735
2025-11-24T23:14:39.527431+00:00,KXHIGHNY-25NOV25-T59,3,6,94,97,2,231,260,437119
2025-11-24T23:14:39.527431+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,377173
2025-11-24T23:14:39.527431+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,20,640,683,741217
2025-11-24T23:14:39.527431+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,773820
2025-11-24T23:14:39.527431+00:00,KXHIGHNY-25NOV25-B54.5,35,39,61,65,39,4278,5006,1054528
2025-11-24T23:14:39.527431+00:00,KXHIGHNY-25NOV25-B52.5,7,8,92,93,9,1615,1982,486669
2025-11-24T23:14:39.527431+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:14:39.527431+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:14:39.527431+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:14:39.527431+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:14:39.527431+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38900,247667
2025-11-24T23:14:39.527431+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683735
2025-11-24T23:15:39.719134+00:00,KXHIGHNY-25NOV25-T59,2,6,94,98,2,231,260,436708
2025-11-24T23:15:39.719134+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,331939
2025-11-24T23:15:39.719134+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,20,640,683,741274
2025-11-24T23:15:39.719134+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,774972
2025-11-24T23:15:39.719134+00:00,KXHIGHNY-25NOV25-B54.5,36,39,61,64,39,4278,5006,1043006
2025-11-24T23:15:39.719134+00:00,KXHIGHNY-25NOV25-B52.5,7,8,92,93,9,1615,1982,486018
2025-11-24T23:15:39.719134+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:15:39.719134+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:15:39.719134+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:15:39.719134+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:15:39.719134+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38904,247663
2025-11-24T23:15:39.719134+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683735
2025-11-24T23:16:39.777739+00:00,KXHIGHNY-25NOV25-T59,2,6,94,98,2,231,260,436708
2025-11-24T23:16:39.777739+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,331973
2025-11-24T23:16:39.777739+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,20,640,683,741274
2025-11-24T23:16:39.777739+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,788312
2025-11-24T23:16:39.777739+00:00,KXHIGHNY-25NOV25-B54.5,35,39,61,65,39,4278,5006,1054003
2025-11-24T23:16:39.777739+00:00,KXHIGHNY-25NOV25-B52.5,7,8,92,93,9,1615,1982,485702
2025-11-24T23:16:39.777739+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:16:39.777739+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:16:39.777739+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:16:39.777739+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:16:39.777739+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38904,247663
2025-11-24T23:16:39.777739+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683342
2025-11-24T23:17:39.938860+00:00,KXHIGHNY-25NOV25-T59,2,7,93,98,2,231,260,176188
2025-11-24T23:17:39.938860+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,128089
2025-11-24T23:17:39.938860+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,20,640,683,321138
2025-11-24T23:17:39.938860+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,336333
2025-11-24T23:17:39.938860+00:00,KXHIGHNY-25NOV25-B54.5,35,39,61,65,39,4278,5006,588475
2025-11-24T23:17:39.938860+00:00,KXHIGHNY-25NOV25-B52.5,7,8,92,93,9,1615,1982,229133
2025-11-24T23:17:39.938860+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,43431
2025-11-24T23:17:39.938860+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2406891
2025-11-24T23:17:39.938860+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,32182
2025-11-24T23:17:39.938860+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,65907
2025-11-24T23:17:39.938860+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38904,38053
2025-11-24T23:17:39.938860+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2479342
2025-11-24T23:18:39.981372+00:00,KXHIGHNY-25NOV25-T59,2,7,93,98,2,231,260,436728
2025-11-24T23:18:39.981372+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,377173
2025-11-24T23:18:39.981372+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,20,640,683,740526
2025-11-24T23:18:39.981372+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,785470
2025-11-24T23:18:39.981372+00:00,KXHIGHNY-25NOV25-B54.5,35,39,61,65,39,4278,5006,1057212
2025-11-24T23:18:39.981372+00:00,KXHIGHNY-25NOV25-B52.5,7,8,92,93,9,1615,1982,488022
2025-11-24T23:18:39.981372+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:18:39.981372+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:18:39.981372+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:18:39.981372+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:18:39.981372+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38904,247663
2025-11-24T23:18:39.981372+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683735
2025-11-24T23:19:40.125376+00:00,KXHIGHNY-25NOV25-T59,3,7,93,97,2,231,260,438644
2025-11-24T23:19:40.125376+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,377173
2025-11-24T23:19:40.125376+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,20,640,683,740436
2025-11-24T23:19:40.125376+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,785661
2025-11-24T23:19:40.125376+00:00,KXHIGHNY-25NOV25-B54.5,35,39,61,65,39,4278,5006,1056830
2025-11-24T23:19:40.125376+00:00,KXHIGHNY-25NOV25-B52.5,7,8,92,93,9,1615,1982,488697
2025-11-24T23:19:40.125376+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:19:40.125376+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:19:40.125376+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:19:40.125376+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:19:40.125376+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38927,247640
2025-11-24T23:19:40.125376+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683735
2025-11-24T23:20:40.163480+00:00,KXHIGHNY-25NOV25-T59,3,7,93,97,2,231,260,436089
2025-11-24T23:20:40.163480+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,331973
2025-11-24T23:20:40.163480+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,20,640,683,761801
2025-11-24T23:20:40.163480+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,790446
2025-11-24T23:20:40.163480+00:00,KXHIGHNY-25NOV25-B54.5,36,39,61,64,39,4278,5006,1054710
2025-11-24T23:20:40.163480+00:00,KXHIGHNY-25NOV25-B52.5,7,8,92,93,9,1615,1982,482916
2025-11-24T23:20:40.163480+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:20:40.163480+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:20:40.163480+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:20:40.163480+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:20:40.163480+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38927,247640
2025-11-24T23:20:40.163480+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683735
2025-11-24T23:21:40.328632+00:00,KXHIGHNY-25NOV25-T59,3,7,93,97,2,231,260,436089
2025-11-24T23:21:40.328632+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,377139
2025-11-24T23:21:40.328632+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,20,640,683,761753
2025-11-24T23:21:40.328632+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,790391
2025-11-24T23:21:40.328632+00:00,KXHIGHNY-25NOV25-B54.5,37,39,61,63,39,4278,5006,1037364
2025-11-24T23:21:40.328632+00:00,KXHIGHNY-25NOV25-B52.5,7,8,92,93,9,1615,1982,490396
2025-11-24T23:21:40.328632+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:21:40.328632+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:21:40.328632+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:21:40.328632+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:21:40.328632+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38927,247640
2025-11-24T23:21:40.328632+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683342
2025-11-24T23:22:40.425631+00:00,KXHIGHNY-25NOV25-T59,3,7,93,97,2,231,260,429574
2025-11-24T23:22:40.425631+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,332123
2025-11-24T23:22:40.425631+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,20,640,683,762094
2025-11-24T23:22:40.425631+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,784803
2025-11-24T23:22:40.425631+00:00,KXHIGHNY-25NOV25-B54.5,38,39,61,62,39,4278,5006,1050066
2025-11-24T23:22:40.425631+00:00,KXHIGHNY-25NOV25-B52.5,7,8,92,93,9,1615,1982,483459
2025-11-24T23:22:40.425631+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,292431
2025-11-24T23:22:40.425631+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:22:40.425631+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,269982
2025-11-24T23:22:40.425631+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,302307
2025-11-24T23:22:40.425631+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38927,247640
2025-11-24T23:22:40.425631+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2692942
2025-11-24T23:23:40.574810+00:00,KXHIGHNY-25NOV25-T59,3,7,93,97,2,231,260,435999
2025-11-24T23:23:40.574810+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,331939
2025-11-24T23:23:40.574810+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,20,640,683,764071
2025-11-24T23:23:40.574810+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,793638
2025-11-24T23:23:40.574810+00:00,KXHIGHNY-25NOV25-B54.5,38,39,61,62,39,4278,5006,1051537
2025-11-24T23:23:40.574810+00:00,KXHIGHNY-25NOV25-B52.5,7,8,92,93,9,1615,1982,488935
2025-11-24T23:23:40.574810+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:23:40.574810+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:23:40.574810+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:23:40.574810+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:23:40.574810+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38927,247640
2025-11-24T23:23:40.574810+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683735
2025-11-24T23:24:40.747868+00:00,KXHIGHNY-25NOV25-T59,3,7,93,97,2,231,260,435999
2025-11-24T23:24:40.747868+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,380739
2025-11-24T23:24:40.747868+00:00,KXHIGHNY-25NOV25-B58.5,21,22,78,79,20,640,683,765968
2025-11-24T23:24:40.747868+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,794261
2025-11-24T23:24:40.747868+00:00,KXHIGHNY-25NOV25-B54.5,38,39,61,62,39,4278,5006,1041474
2025-11-24T23:24:40.747868+00:00,KXHIGHNY-25NOV25-B52.5,7,8,92,93,9,1615,1982,506450
2025-11-24T23:24:40.747868+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296191
2025-11-24T23:24:40.747868+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610851
2025-11-24T23:24:40.747868+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284942
2025-11-24T23:24:40.747868+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318667
2025-11-24T23:24:40.747868+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38927,247600
2025-11-24T23:24:40.747868+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683695
2025-11-24T23:25:40.863272+00:00,KXHIGHNY-25NOV25-T59,3,7,93,97,2,231,260,400728
2025-11-24T23:25:40.863272+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,382459
2025-11-24T23:25:40.863272+00:00,KXHIGHNY-25NOV25-B58.5,15,22,78,85,20,640,683,767895
2025-11-24T23:25:40.863272+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,783521
2025-11-24T23:25:40.863272+00:00,KXHIGHNY-25NOV25-B54.5,37,39,61,63,39,4278,5006,1047161
2025-11-24T23:25:40.863272+00:00,KXHIGHNY-25NOV25-B52.5,11,14,86,89,11,1968,2513,541304
2025-11-24T23:25:40.863272+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:25:40.863272+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:25:40.863272+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:25:40.863272+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:25:40.863272+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38927,247640
2025-11-24T23:25:40.863272+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683735
2025-11-24T23:26:41.049095+00:00,KXHIGHNY-25NOV25-T59,3,6,94,97,2,231,260,435596
2025-11-24T23:26:41.049095+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,333854
2025-11-24T23:26:41.049095+00:00,KXHIGHNY-25NOV25-B58.5,20,22,78,80,20,640,683,767700
2025-11-24T23:26:41.049095+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,794466
2025-11-24T23:26:41.049095+00:00,KXHIGHNY-25NOV25-B54.5,36,38,62,64,39,4278,5006,1059376
2025-11-24T23:26:41.049095+00:00,KXHIGHNY-25NOV25-B52.5,11,12,88,89,12,1980,2525,568627
2025-11-24T23:26:41.049095+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:26:41.049095+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:26:41.049095+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:26:41.049095+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:26:41.049095+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38927,247640
2025-11-24T23:26:41.049095+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2683342
2025-11-24T23:27:41.116258+00:00,KXHIGHNY-25NOV25-T59,3,6,94,97,2,231,260,412281
2025-11-24T23:27:41.116258+00:00,KXHIGHNY-25NOV25-T52,2,3,97,98,2,237,237,333970
2025-11-24T23:27:41.116258+00:00,KXHIGHNY-25NOV25-B58.5,20,22,78,80,20,640,683,769590
2025-11-24T23:27:41.116258+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,780960
2025-11-24T23:27:41.116258+00:00,KXHIGHNY-25NOV25-B54.5,36,38,62,64,39,4278,5006,1042523
2025-11-24T23:27:41.116258+00:00,KXHIGHNY-25NOV25-B52.5,11,12,88,89,12,1980,2525,569537
2025-11-24T23:27:41.116258+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,292431
2025-11-24T23:27:41.116258+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:27:41.116258+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,281182
2025-11-24T23:27:41.116258+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,302307
2025-11-24T23:27:41.116258+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38927,247640
2025-11-24T23:27:41.116258+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2694470
2025-11-24T23:28:41.271541+00:00,KXHIGHNY-25NOV25-T59,3,6,94,97,2,231,260,403392
2025-11-24T23:28:41.271541+00:00,KXHIGHNY-25NOV25-T52,1,2,98,99,2,242,242,327529
2025-11-24T23:28:41.271541+00:00,KXHIGHNY-25NOV25-B58.5,20,22,78,80,20,640,683,767767
2025-11-24T23:28:41.271541+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,788104
2025-11-24T23:28:41.271541+00:00,KXHIGHNY-25NOV25-B54.5,36,38,62,64,39,4278,5006,1056255
2025-11-24T23:28:41.271541+00:00,KXHIGHNY-25NOV25-B52.5,11,12,88,89,11,1988,2533,608387
2025-11-24T23:28:41.271541+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:28:41.271541+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:28:41.271541+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:28:41.271541+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:28:41.271541+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38927,247640
2025-11-24T23:28:41.271541+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2691663
2025-11-24T23:29:41.380133+00:00,KXHIGHNY-25NOV25-T59,4,6,94,96,2,231,260,399780
2025-11-24T23:29:41.380133+00:00,KXHIGHNY-25NOV25-T52,1,2,98,99,2,242,242,324556
2025-11-24T23:29:41.380133+00:00,KXHIGHNY-25NOV25-B58.5,20,22,78,80,20,640,683,763677
2025-11-24T23:29:41.380133+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,787306
2025-11-24T23:29:41.380133+00:00,KXHIGHNY-25NOV25-B54.5,36,38,62,64,39,4278,5006,1055618
2025-11-24T23:29:41.380133+00:00,KXHIGHNY-25NOV25-B52.5,11,12,88,89,11,1988,2533,567464
2025-11-24T23:29:41.380133+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
2025-11-24T23:29:41.380133+00:00,KXHIGHNY-25NOV24-T49,0,1,99,100,1,4964,6583,2610891
2025-11-24T23:29:41.380133+00:00,KXHIGHNY-25NOV24-B55.5,0,1,99,100,1,11815,16103,284982
2025-11-24T23:29:41.380133+00:00,KXHIGHNY-25NOV24-B53.5,0,1,99,100,1,19572,36626,318707
2025-11-24T23:29:41.380133+00:00,KXHIGHNY-25NOV24-B51.5,99,100,0,1,99,16704,38927,247640
2025-11-24T23:29:41.380133+00:00,KXHIGHNY-25NOV24-B49.5,0,1,99,100,1,7853,17216,2682063
2025-11-24T23:30:41.554197+00:00,KXHIGHNY-25NOV25-T59,4,6,94,96,2,231,260,395345
2025-11-24T23:30:41.554197+00:00,KXHIGHNY-25NOV25-T52,1,2,98,99,2,242,242,323816
2025-11-24T23:30:41.554197+00:00,KXHIGHNY-25NOV25-B58.5,20,22,78,80,20,640,683,763509
2025-11-24T23:30:41.554197+00:00,KXHIGHNY-25NOV25-B56.5,31,32,68,69,32,1673,2123,787378
2025-11-24T23:30:41.554197+00:00,KXHIGHNY-25NOV25-B54.5,36,38,62,64,39,4278,5006,1055333
2025-11-24T23:30:41.554197+00:00,KXHIGHNY-25NOV25-B52.5,12,13,87,88,11,1988,2533,567439
2025-11-24T23:30:41.554197+00:00,KXHIGHNY-25NOV24-T56,0,1,99,100,1,6509,6549,296231
