timestamp,market_ticker,best_yes_bid,best_no_bid,implied_no_ask,implied_yes_ask,last_trade_price
2026-01-08T22:22:07.635079,KXHIGHNY-26JAN09-B53.5,25,73,75,27,29
2026-01-08T22:22:07.743022,KXHIGHNY-26JAN09-B49.5,13,83,87,17,19
2026-01-08T22:22:13.079694,KXHIGHNY-26JAN09-B49.5,13,81,87,19,19
2026-01-08T22:22:13.119258,KXHIGHNY-26JAN09-B49.5,13,82,87,18,19
2026-01-08T22:22:13.330201,KXHIGHNY-26JAN09-B49.5,13,83,87,17,19
2026-01-08T22:22:13.331200,KXHIGHNY-26JAN09-B53.5,26,73,74,27,29
2026-01-08T22:22:15.572758,KXHIGHNY-26JAN09-B49.5,13,84,87,16,19
2026-01-08T22:22:15.716253,KXHIGHNY-26JAN09-B51.5,52,46,48,54,53
2026-01-08T22:22:17.149375,KXHIGHNY-26JAN09-B53.5,25,73,75,27,29
2026-01-08T22:22:17.252849,KXHIGHNY-26JAN09-B51.5,52,45,48,55,53
2026-01-08T22:22:17.270255,KXHIGHNY-26JAN09-B49.5,13,83,87,17,19
2026-01-08T22:22:18.604664,KXHIGHNY-26JAN09-B49.5,13,82,87,18,19
2026-01-08T22:22:18.768044,KXHIGHNY-26JAN09-B49.5,13,83,87,17,19
2026-01-08T22:22:40.972860,KXHIGHNY-26JAN09-B51.5,52,44,48,56,53
2026-01-08T22:22:43.778241,KXHIGHNY-26JAN09-B51.5,52,45,48,55,53
2026-01-08T22:23:42.981553,KXHIGHNY-26JAN09-B51.5,52,44,48,56,53
2026-01-08T22:23:44.446829,KXHIGHNY-26JAN09-B51.5,52,45,48,55,53
2026-01-08T22:24:43.971439,KXHIGHNY-26JAN09-B51.5,52,44,48,56,53
2026-01-08T22:24:50.444550,KXHIGHNY-26JAN09-B51.5,52,45,48,55,53
2026-01-08T22:25:16.115458,KXHIGHNY-26JAN09-B49.5,13,82,87,18,19
2026-01-08T22:25:16.288967,KXHIGHNY-26JAN09-B49.5,13,83,87,17,19
2026-01-08T22:25:21.583362,KXHIGHNY-26JAN09-B49.5,13,82,87,18,19
2026-01-08T22:25:21.749277,KXHIGHNY-26JAN09-B49.5,13,83,87,17,19
2026-01-08T22:25:27.057722,KXHIGHNY-26JAN09-B49.5,13,82,87,18,19
2026-01-08T22:25:27.324223,KXHIGHNY-26JAN09-B49.5,13,83,87,17,19
2026-01-08T22:25:32.656714,KXHIGHNY-26JAN09-B49.5,13,82,87,18,19
2026-01-08T22:25:32.867950,KXHIGHNY-26JAN09-B49.5,13,83,87,17,19
2026-01-08T22:25:38.183936,KXHIGHNY-26JAN09-B49.5,13,82,87,18,19
2026-01-08T22:25:38.364369,KXHIGHNY-26JAN09-B49.5,13,83,87,17,19
2026-01-08T22:25:43.734977,KXHIGHNY-26JAN09-B49.5,13,81,87,19,19
2026-01-08T22:25:43.894446,KXHIGHNY-26JAN09-B49.5,13,82,87,18,19
2026-01-08T22:25:44.028109,KXHIGHNY-26JAN09-B49.5,13,83,87,17,19
2026-01-08T22:25:49.450236,KXHIGHNY-26JAN09-B49.5,13,82,87,18,19
2026-01-08T22:25:49.618724,KXHIGHNY-26JAN09-B49.5,13,83,87,17,19
2026-01-08T22:25:49.973162,KXHIGHNY-26JAN09-B51.5,52,44,48,56,53
2026-01-08T22:25:54.959367,KXHIGHNY-26JAN09-B49.5,13,82,87,18,19
2026-01-08T22:25:55.121397,KXHIGHNY-26JAN09-B49.5,13,83,87,17,19
2026-01-08T22:25:55.217260,KXHIGHNY-26JAN09-B53.5,26,73,74,27,29
2026-01-08T22:25:55.316461,KXHIGHNY-26JAN09-B51.5,52,45,48,55,53
2026-01-08T22:25:55.415371,KXHIGHNY-26JAN09-B51.5,52,44,48,56,53
2026-01-08T22:25:55.415371,KXHIGHNY-26JAN09-B51.5,52,46,48,54,53
2026-01-08T22:26:00.430504,KXHIGHNY-26JAN09-B49.5,13,82,87,18,19
2026-01-08T22:26:00.493001,KXHIGHNY-26JAN09-B49.5,13,83,87,17,19
2026-01-08T22:26:03.107080,KXHIGHNY-26JAN09-B51.5,52,44,48,56,53
2026-01-08T22:26:03.205241,KXHIGHNY-26JAN09-B51.5,52,45,48,55,53
2026-01-08T22:26:03.268115,KXHIGHNY-26JAN09-B51.5,52,44,48,56,53
2026-01-08T22:26:03.269116,KXHIGHNY-26JAN09-B51.5,52,46,48,54,53
2026-01-08T22:26:46.236400,KXHIGHNY-26JAN09-B53.5,25,73,75,27,29
2026-01-08T22:26:46.237399,KXHIGHNY-26JAN09-B53.5,24,73,76,27,29
2026-01-08T22:26:46.925604,KXHIGHNY-26JAN09-B53.5,25,73,75,27,29
2026-01-08T22:26:48.060316,KXHIGHNY-26JAN09-B53.5,24,73,76,27,29
2026-01-08T22:26:49.943367,KXHIGHNY-26JAN09-B53.5,25,73,75,27,29
2026-01-08T22:26:50.776185,KXHIGHNY-26JAN09-B51.5,52,44,48,56,53
2026-01-08T22:26:50.881680,KXHIGHNY-26JAN09-B51.5,52,45,48,55,53
2026-01-08T22:26:50.894665,KXHIGHNY-26JAN09-B53.5,25,74,75,26,29
2026-01-08T22:26:50.970567,KXHIGHNY-26JAN09-B53.5,24,74,76,26,29
2026-01-08T22:26:52.151203,KXHIGHNY-26JAN09-B53.5,24,73,76,27,29
2026-01-08T22:26:53.656713,KXHIGHNY-26JAN09-B53.5,25,73,75,27,29
2026-01-08T22:27:40.106523,KXHIGHNY-26JAN09-B49.5,13,82,87,18,19
2026-01-08T22:27:40.266326,KXHIGHNY-26JAN09-B49.5,13,83,87,17,19
2026-01-08T22:27:40.402867,KXHIGHNY-26JAN09-B53.5,26,73,74,27,29
2026-01-08T22:27:42.027521,KXHIGHNY-26JAN09-B53.5,25,73,75,27,29
2026-01-08T22:27:43.841220,KXHIGHNY-26JAN09-B53.5,26,73,74,27,29
2026-01-08T22:27:45.576165,KXHIGHNY-26JAN09-B49.5,13,82,87,18,19
2026-01-08T22:27:45.603271,KXHIGHNY-26JAN09-B49.5,13,83,87,17,19
2026-01-08T22:27:49.976098,KXHIGHNY-26JAN09-B51.5,52,44,48,56,53
2026-01-08T22:27:49.994053,KXHIGHNY-26JAN09-B51.5,52,45,48,55,53
2026-01-08T22:27:56.335492,KXHIGHNY-26JAN09-B51.5,52,46,48,54,53
2026-01-08T22:28:01.772000,KXHIGHNY-26JAN09-B51.5,52,44,48,56,53
2026-01-08T22:28:01.799838,KXHIGHNY-26JAN09-B51.5,52,45,48,55,53
2026-01-08T22:28:07.995680,KXHIGHNY-26JAN09-B51.5,52,46,48,54,53
2026-01-08T22:28:51.108739,KXHIGHNY-26JAN09-B51.5,52,44,48,56,52
2026-01-08T22:28:51.131412,KXHIGHNY-26JAN09-B51.5,52,45,48,55,52
2026-01-08T22:28:59.108479,KXHIGHNY-26JAN09-B51.5,52,46,48,54,52
2026-01-08T22:29:05.218548,KXHIGHNY-26JAN09-B51.5,52,44,48,56,52
2026-01-08T22:29:05.262854,KXHIGHNY-26JAN09-B51.5,52,45,48,55,52
2026-01-08T22:29:10.549533,KXHIGHNY-26JAN09-B51.5,52,46,48,54,52
2026-01-08T22:30:04.951145,KXHIGHNY-26JAN09-B55.5,7,89,93,11,10
2026-01-08T22:30:04.952147,KXHIGHNY-26JAN09-B55.5,7,88,93,12,10
2026-01-08T22:30:04.985915,KXHIGHNY-26JAN09-B55.5,7,89,93,11,10
2026-01-08T22:30:09.971039,KXHIGHNY-26JAN09-B51.5,52,45,48,55,52
2026-01-08T22:30:11.178039,KXHIGHNY-26JAN09-B51.5,52,44,48,56,52
2026-01-08T22:30:11.234238,KXHIGHNY-26JAN09-B51.5,52,45,48,55,52
2026-01-08T22:30:11.440896,KXHIGHNY-26JAN09-B51.5,52,46,48,54,52
2026-01-08T22:30:17.222965,KXHIGHNY-26JAN09-B51.5,52,44,48,56,52
2026-01-08T22:30:17.249079,KXHIGHNY-26JAN09-B51.5,52,45,48,55,52
2026-01-08T22:30:22.554584,KXHIGHNY-26JAN09-B51.5,52,46,48,54,52
2026-01-08T22:30:44.061899,KXHIGHNY-26JAN09-B51.5,51,46,49,54,52
2026-01-08T22:30:44.061899,KXHIGHNY-26JAN09-B51.5,50,46,50,54,52
2026-01-08T22:30:44.062900,KXHIGHNY-26JAN09-B51.5,49,46,51,54,52
2026-01-08T22:30:47.328683,KXHIGHNY-26JAN09-B51.5,49,44,51,56,52
2026-01-08T22:30:47.442520,KXHIGHNY-26JAN09-B55.5,7,88,93,12,10
2026-01-08T22:30:47.626699,KXHIGHNY-26JAN09-B55.5,7,89,93,11,10
2026-01-08T22:30:47.997183,KXHIGHNY-26JAN09-B51.5,49,45,51,55,52
2026-01-08T22:30:48.107722,KXHIGHNY-26JAN09-B49.5,14,83,86,17,17
2026-01-08T22:30:48.214144,KXHIGHNY-26JAN09-B51.5,49,46,51,54,52
2026-01-08T22:30:48.316314,KXHIGHNY-26JAN09-B49.5,14,82,86,18,17
2026-01-08T22:30:48.479721,KXHIGHNY-26JAN09-B49.5,14,83,86,17,17
2026-01-08T22:30:52.843718,KXHIGHNY-26JAN09-B49.5,14,85,86,15,17
2026-01-08T22:30:55.441613,KXHIGHNY-26JAN09-B49.5,13,85,87,15,17
2026-01-08T22:30:55.660329,KXHIGHNY-26JAN09-B49.5,14,85,86,15,17
2026-01-08T22:30:55.788870,KXHIGHNY-26JAN09-B51.5,49,47,51,53,52
2026-01-08T22:31:01.699151,KXHIGHNY-26JAN09-B51.5,49,48,51,52,52
2026-01-08T22:31:02.663763,KXHIGHNY-26JAN09-B49.5,13,85,87,15,17
2026-01-08T22:31:02.777403,KXHIGHNY-26JAN09-B51.5,49,49,51,51,52
2026-01-08T22:31:02.906061,KXHIGHNY-26JAN09-B49.5,14,85,86,15,17
2026-01-08T22:31:10.555001,KXHIGHNY-26JAN09-B51.5,49,48,51,52,52
2026-01-08T22:31:10.661514,KXHIGHNY-26JAN09-B49.5,13,85,87,15,17
2026-01-08T22:31:17.781407,KXHIGHNY-26JAN09-B51.5,49,49,51,51,52
2026-01-08T22:31:17.890036,KXHIGHNY-26JAN09-B49.5,14,85,86,15,17
2026-01-08T22:31:59.851072,KXHIGHNY-26JAN09-B51.5,49,50,51,50,52
2026-01-08T22:32:16.968610,KXHIGHNY-26JAN09-B49.5,13,85,87,15,17
2026-01-08T22:32:26.954024,KXHIGHNY-26JAN09-B55.5,7,88,93,12,10
2026-01-08T22:32:27.091135,KXHIGHNY-26JAN09-B55.5,7,89,93,11,10
2026-01-08T22:32:43.637900,KXHIGHNY-26JAN09-B55.5,7,88,93,12,10
2026-01-08T22:32:43.796392,KXHIGHNY-26JAN09-B55.5,7,89,93,11,10
2026-01-08T22:32:49.087350,KXHIGHNY-26JAN09-B55.5,7,88,93,12,10
2026-01-08T22:32:49.260950,KXHIGHNY-26JAN09-B55.5,7,89,93,11,10
2026-01-08T22:33:18.094690,KXHIGHNY-26JAN09-B49.5,14,85,86,15,17
2026-01-08T22:33:19.264297,KXHIGHNY-26JAN09-B49.5,13,85,87,15,17
2026-01-08T22:34:51.971833,KXHIGHNY-26JAN09-B49.5,13,83,87,17,17
2026-01-08T22:34:52.180461,KXHIGHNY-26JAN09-B49.5,13,84,87,16,17
2026-01-08T22:34:57.494973,KXHIGHNY-26JAN09-B49.5,13,80,87,20,17
2026-01-08T22:34:57.656692,KXHIGHNY-26JAN09-B49.5,13,83,87,17,17
2026-01-08T22:35:03.004818,KXHIGHNY-26JAN09-B49.5,13,80,87,20,17
2026-01-08T22:35:03.171264,KXHIGHNY-26JAN09-B49.5,13,83,87,17,17
2026-01-08T22:35:06.771643,KXHIGHNY-26JAN09-B55.5,7,88,93,12,12
2026-01-08T22:35:06.934260,KXHIGHNY-26JAN09-B55.5,7,89,93,11,12
2026-01-08T22:35:08.614628,KXHIGHNY-26JAN09-B49.5,13,82,87,18,17
2026-01-08T22:35:08.774396,KXHIGHNY-26JAN09-B49.5,13,83,87,17,17
2026-01-08T22:35:12.215338,KXHIGHNY-26JAN09-B55.5,7,88,93,12,12
2026-01-08T22:35:12.373842,KXHIGHNY-26JAN09-B55.5,7,89,93,11,12
2026-01-08T22:35:14.122888,KXHIGHNY-26JAN09-B49.5,13,80,87,20,17
2026-01-08T22:35:14.329888,KXHIGHNY-26JAN09-B49.5,13,83,87,17,17
2026-01-08T22:35:17.880979,KXHIGHNY-26JAN09-B55.5,7,88,93,12,12
2026-01-08T22:35:18.042974,KXHIGHNY-26JAN09-B55.5,7,89,93,11,12
2026-01-08T22:35:19.671389,KXHIGHNY-26JAN09-B49.5,13,82,87,18,17
2026-01-08T22:35:19.867017,KXHIGHNY-26JAN09-B49.5,13,83,87,17,17
2026-01-08T22:35:23.355713,KXHIGHNY-26JAN09-B55.5,7,88,93,12,12
2026-01-08T22:35:23.565743,KXHIGHNY-26JAN09-B55.5,7,89,93,11,12
2026-01-08T22:35:25.218635,KXHIGHNY-26JAN09-B49.5,13,82,87,18,17
2026-01-08T22:35:25.365662,KXHIGHNY-26JAN09-B49.5,13,83,87,17,17
2026-01-08T22:35:30.660168,KXHIGHNY-26JAN09-B49.5,13,82,87,18,17
2026-01-08T22:35:30.833265,KXHIGHNY-26JAN09-B49.5,13,83,87,17,17
2026-01-08T22:35:36.535885,KXHIGHNY-26JAN09-B49.5,13,82,87,18,17
2026-01-08T22:35:36.692816,KXHIGHNY-26JAN09-B49.5,13,83,87,17,17
2026-01-08T22:35:39.868610,KXHIGHNY-26JAN09-B55.5,7,88,93,12,12
2026-01-08T22:35:40.034898,KXHIGHNY-26JAN09-B55.5,7,89,93,11,12
2026-01-08T22:35:42.100264,KXHIGHNY-26JAN09-B49.5,13,82,87,18,17
2026-01-08T22:35:42.260115,KXHIGHNY-26JAN09-B49.5,13,83,87,17,17
2026-01-08T22:35:47.553908,KXHIGHNY-26JAN09-B49.5,13,82,87,18,17
2026-01-08T22:35:47.710558,KXHIGHNY-26JAN09-B49.5,13,83,87,17,17
2026-01-08T22:35:50.936706,KXHIGHNY-26JAN09-B55.5,7,88,93,12,12
2026-01-08T22:35:51.109818,KXHIGHNY-26JAN09-B55.5,7,89,93,11,12
2026-01-08T22:35:53.040861,KXHIGHNY-26JAN09-B49.5,13,82,87,18,17
2026-01-08T22:35:53.196552,KXHIGHNY-26JAN09-B49.5,13,83,87,17,17
2026-01-08T22:35:54.191320,KXHIGHNY-26JAN09-B51.5,48,50,52,50,50
2026-01-08T22:35:54.192319,KXHIGHNY-26JAN09-B51.5,47,50,53,50,50
2026-01-08T22:35:56.394865,KXHIGHNY-26JAN09-B55.5,7,88,93,12,12
2026-01-08T22:35:56.554942,KXHIGHNY-26JAN09-B55.5,7,89,93,11,12
2026-01-08T22:35:57.028731,KXHIGHNY-26JAN09-T49,2,97,98,3,2
2026-01-08T22:35:57.114949,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:35:57.218316,KXHIGHNY-26JAN09-B55.5,8,90,92,10,12
2026-01-08T22:35:57.549909,KXHIGHNY-26JAN09-B51.5,47,51,53,49,50
2026-01-08T22:35:57.665260,KXHIGHNY-26JAN09-B49.5,14,83,86,17,17
2026-01-08T22:36:00.813972,KXHIGHNY-26JAN09-B49.5,14,85,86,15,17
2026-01-08T22:36:02.772174,KXHIGHNY-26JAN09-B55.5,7,90,93,10,12
2026-01-08T22:36:16.652963,KXHIGHNY-26JAN09-B51.5,48,51,52,49,50
2026-01-08T22:36:22.886886,KXHIGHNY-26JAN09-B51.5,48,50,52,50,50
2026-01-08T22:36:22.995690,KXHIGHNY-26JAN09-B49.5,13,85,87,15,17
2026-01-08T22:36:23.107552,KXHIGHNY-26JAN09-B51.5,48,51,52,49,50
2026-01-08T22:36:23.220007,KXHIGHNY-26JAN09-B49.5,14,85,86,15,17
2026-01-08T22:36:55.968180,KXHIGHNY-26JAN09-T49,2,96,98,4,2
2026-01-08T22:36:55.969181,KXHIGHNY-26JAN09-B55.5,7,89,93,11,12
2026-01-08T22:37:00.551365,KXHIGHNY-26JAN09-B55.5,7,90,93,10,12
2026-01-08T22:37:01.103970,KXHIGHNY-26JAN09-T49,2,97,98,3,2
2026-01-08T22:37:20.448000,KXHIGHNY-26JAN09-B55.5,8,90,92,10,12
2026-01-08T22:37:22.974745,KXHIGHNY-26JAN09-B49.5,13,85,87,15,17
2026-01-08T22:37:22.974745,KXHIGHNY-26JAN09-B51.5,48,50,52,50,50
2026-01-08T22:37:26.218346,KXHIGHNY-26JAN09-B51.5,48,51,52,49,50
2026-01-08T22:37:26.326135,KXHIGHNY-26JAN09-B49.5,14,85,86,15,17
2026-01-08T22:37:28.991649,KXHIGHNY-26JAN09-B51.5,48,50,52,50,50
2026-01-08T22:37:29.331013,KXHIGHNY-26JAN09-B51.5,48,51,52,49,50
2026-01-08T22:37:46.888246,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:37:50.106493,KXHIGHNY-26JAN09-B55.5,8,90,92,10,12
2026-01-08T22:37:59.987705,KXHIGHNY-26JAN09-T49,2,96,98,4,2
2026-01-08T22:38:04.663831,KXHIGHNY-26JAN09-T49,2,97,98,3,2
2026-01-08T22:38:28.982413,KXHIGHNY-26JAN09-B51.5,48,50,52,50,48
2026-01-08T22:38:30.454255,KXHIGHNY-26JAN09-B49.5,13,85,87,15,15
2026-01-08T22:38:31.328939,KXHIGHNY-26JAN09-B51.5,48,51,52,49,48
2026-01-08T22:38:31.445941,KXHIGHNY-26JAN09-B49.5,14,85,86,15,15
2026-01-08T22:38:49.967265,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:38:52.594943,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:38:52.650752,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:38:53.784981,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:38:54.657840,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:39:03.968214,KXHIGHNY-26JAN09-T49,2,96,98,4,2
2026-01-08T22:39:06.107762,KXHIGHNY-26JAN09-T49,2,97,98,3,2
2026-01-08T22:39:30.973660,KXHIGHNY-26JAN09-B49.5,13,85,87,15,15
2026-01-08T22:39:30.976168,KXHIGHNY-26JAN09-B51.5,48,50,52,50,48
2026-01-08T22:39:33.214878,KXHIGHNY-26JAN09-B51.5,48,51,52,49,48
2026-01-08T22:39:33.324880,KXHIGHNY-26JAN09-B49.5,14,85,86,15,15
2026-01-08T22:39:53.969020,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:39:55.175075,KXHIGHNY-26JAN09-B49.5,13,85,87,15,15
2026-01-08T22:39:56.660517,KXHIGHNY-26JAN09-B51.5,48,50,52,50,48
2026-01-08T22:39:56.769987,KXHIGHNY-26JAN09-T49,2,96,98,4,2
2026-01-08T22:39:57.105317,KXHIGHNY-26JAN09-B49.5,13,86,87,14,15
2026-01-08T22:39:57.440522,KXHIGHNY-26JAN09-T49,2,97,98,3,2
2026-01-08T22:39:57.782607,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:40:03.776114,KXHIGHNY-26JAN09-B49.5,13,84,87,16,15
2026-01-08T22:40:03.911203,KXHIGHNY-26JAN09-B49.5,13,85,87,15,15
2026-01-08T22:40:22.323758,KXHIGHNY-26JAN09-B51.5,48,47,52,53,48
2026-01-08T22:40:22.442601,KXHIGHNY-26JAN09-B51.5,48,48,52,52,48
2026-01-08T22:40:23.489182,KXHIGHNY-26JAN09-B49.5,13,84,87,16,15
2026-01-08T22:40:23.490182,KXHIGHNY-26JAN09-B49.5,13,83,87,17,15
2026-01-08T22:40:23.499691,KXHIGHNY-26JAN09-B49.5,13,82,87,18,15
2026-01-08T22:40:26.665487,KXHIGHNY-26JAN09-B51.5,48,46,52,54,48
2026-01-08T22:40:26.882136,KXHIGHNY-26JAN09-T49,2,96,98,4,2
2026-01-08T22:40:26.996740,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:40:27.220126,KXHIGHNY-26JAN09-T49,2,97,98,3,2
2026-01-08T22:40:27.330731,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:40:27.661271,KXHIGHNY-26JAN09-B49.5,13,83,87,17,15
2026-01-08T22:40:27.774252,KXHIGHNY-26JAN09-B51.5,48,47,52,53,48
2026-01-08T22:40:27.882140,KXHIGHNY-26JAN09-B49.5,14,83,86,17,15
2026-01-08T22:40:27.993264,KXHIGHNY-26JAN09-B51.5,48,49,52,51,48
2026-01-08T22:40:32.316411,KXHIGHNY-26JAN09-B51.5,48,47,52,53,48
2026-01-08T22:40:33.663418,KXHIGHNY-26JAN09-B49.5,13,83,87,17,15
2026-01-08T22:40:33.995763,KXHIGHNY-26JAN09-B49.5,14,83,86,17,15
2026-01-08T22:40:34.220794,KXHIGHNY-26JAN09-B51.5,48,48,52,52,48
2026-01-08T22:40:48.217612,KXHIGHNY-26JAN09-B49.5,13,83,87,17,15
2026-01-08T22:40:48.324110,KXHIGHNY-26JAN09-B49.5,14,83,86,17,15
2026-01-08T22:40:53.328255,KXHIGHNY-26JAN09-B49.5,13,83,87,17,15
2026-01-08T22:40:53.548391,KXHIGHNY-26JAN09-B49.5,14,83,86,17,15
2026-01-08T22:40:58.660151,KXHIGHNY-26JAN09-B49.5,15,83,85,17,15
2026-01-08T22:41:01.335679,KXHIGHNY-26JAN09-B51.5,47,48,53,52,48
2026-01-08T22:41:01.336679,KXHIGHNY-26JAN09-B51.5,47,52,53,48,48
2026-01-08T22:41:03.441967,KXHIGHNY-26JAN09-B49.5,14,83,86,17,15
2026-01-08T22:41:03.663330,KXHIGHNY-26JAN09-B49.5,14,82,86,18,15
2026-01-08T22:41:03.886766,KXHIGHNY-26JAN09-B49.5,15,82,85,18,15
2026-01-08T22:41:10.868308,KXHIGHNY-26JAN09-B49.5,14,82,86,18,15
2026-01-08T22:41:10.869257,KXHIGHNY-26JAN09-B49.5,14,85,86,15,15
2026-01-08T22:41:15.441054,KXHIGHNY-26JAN09-T49,2,96,98,4,2
2026-01-08T22:41:15.553265,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:41:16.063751,KXHIGHNY-26JAN09-B49.5,14,82,86,18,15
2026-01-08T22:41:16.330420,KXHIGHNY-26JAN09-T49,2,97,98,3,2
2026-01-08T22:41:16.447113,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:41:16.990828,KXHIGHNY-26JAN09-B49.5,14,85,86,15,15
2026-01-08T22:41:23.326104,KXHIGHNY-26JAN09-B49.5,14,82,86,18,15
2026-01-08T22:41:23.774432,KXHIGHNY-26JAN09-B49.5,14,83,86,17,15
2026-01-08T22:41:36.469901,KXHIGHNY-26JAN09-B49.5,14,82,86,18,15
2026-01-08T22:41:41.661691,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:41:41.888543,KXHIGHNY-26JAN09-T49,2,96,98,4,2
2026-01-08T22:41:42.991902,KXHIGHNY-26JAN09-B49.5,15,82,85,18,15
2026-01-08T22:41:43.103887,KXHIGHNY-26JAN09-B49.5,15,83,85,17,15
2026-01-08T22:41:43.223894,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:41:43.447254,KXHIGHNY-26JAN09-T49,2,97,98,3,2
2026-01-08T22:41:45.708384,KXHIGHNY-26JAN09-B49.5,15,82,85,18,15
2026-01-08T22:41:48.285688,KXHIGHNY-26JAN09-B49.5,15,81,85,19,15
2026-01-08T22:41:49.547329,KXHIGHNY-26JAN09-T49,2,96,98,4,2
2026-01-08T22:41:50.213477,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:41:50.323636,KXHIGHNY-26JAN09-B49.5,14,81,86,19,15
2026-01-08T22:41:50.547457,KXHIGHNY-26JAN09-B49.5,15,81,85,19,15
2026-01-08T22:41:57.001922,KXHIGHNY-26JAN09-B49.5,16,81,84,19,15
2026-01-08T22:41:59.358129,KXHIGHNY-26JAN09-B49.5,16,80,84,20,15
2026-01-08T22:42:04.721310,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:42:04.887915,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:42:06.883931,KXHIGHNY-26JAN09-T49,2,95,98,5,2
2026-01-08T22:42:08.882819,KXHIGHNY-26JAN09-B49.5,17,80,83,20,15
2026-01-08T22:42:11.672813,KXHIGHNY-26JAN09-T49,2,96,98,4,2
2026-01-08T22:42:12.068937,KXHIGHNY-26JAN09-T49,1,96,99,4,2
2026-01-08T22:42:12.891325,KXHIGHNY-26JAN09-T49,2,96,98,4,2
2026-01-08T22:42:13.259774,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:42:20.026551,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:42:21.342727,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:42:40.443178,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:42:40.444178,KXHIGHNY-26JAN09-B55.5,8,90,92,10,12
2026-01-08T22:42:41.460911,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:42:41.878769,KXHIGHNY-26JAN09-B49.5,16,80,84,20,15
2026-01-08T22:42:42.017884,KXHIGHNY-26JAN09-B49.5,17,80,83,20,15
2026-01-08T22:42:43.202767,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:42:43.615653,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:42:44.166450,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:42:44.651704,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:42:45.044886,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:42:50.198762,KXHIGHNY-26JAN09-T49,2,97,98,3,2
2026-01-08T22:42:50.896809,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:42:51.444338,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:42:51.894568,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:42:52.271089,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:42:52.884328,KXHIGHNY-26JAN09-B49.5,18,80,82,20,15
2026-01-08T22:43:00.678095,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:43:00.735489,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:43:02.219743,KXHIGHNY-26JAN09-B49.5,19,80,81,20,15
2026-01-08T22:43:02.931067,KXHIGHNY-26JAN09-B55.5,8,88,92,12,12
2026-01-08T22:43:02.932069,KXHIGHNY-26JAN09-B55.5,8,90,92,10,12
2026-01-08T22:43:04.777784,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:43:04.779287,KXHIGHNY-26JAN09-B55.5,8,91,92,9,12
2026-01-08T22:43:06.760307,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:43:07.122391,KXHIGHNY-26JAN09-B55.5,8,90,92,10,12
2026-01-08T22:43:07.260329,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:43:07.261330,KXHIGHNY-26JAN09-B55.5,8,91,92,9,12
2026-01-08T22:43:15.441401,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
2026-01-08T22:43:15.541501,KXHIGHNY-26JAN09-B55.5,8,90,92,10,12
2026-01-08T22:43:15.587514,KXHIGHNY-26JAN09-B55.5,8,89,92,11,12
